PERIOD,YEAR,STATS_VALUE
Annual,1972,82.6
Annual,1973,81.4
Annual,1974,81.3
Annual,1975,84.5
Annual,1976,83.1
Annual,1977,83.5
Annual,1979,84.3
Annual,1980,84.7
Annual,1981,84.8
Annual,1982,84.6
Annual,1983,83.7
