Date,"NZ TOTAL(MW)","NZ TOTAL(MVAR)","NI TOTAL(MW)","NI TOTAL(MVAR)","SI TOTAL(MW)","SI TOTAL(MVAR)","Northland (GZ1) (MW)","Northland (GZ1) (MVAR)","Auckland (GZ2) (MW)","Auckland (GZ2) (MVAR)","Hamilton (GZ3) (MW)","Hamilton (GZ3) (MVAR)","Edgecumbe (GZ4) (MW)","Edgecumbe (GZ4) (MVAR)","Hawkes Bay (GZ5) (MW)","Hawkes Bay (GZ5) (MVAR)","Taranaki (GZ6) (MW)","Taranaki (GZ6) (MVAR)","Bunnythorpe (GZ7) (MW)","Bunnythorpe (GZ7) (MVAR)","Wellington (GZ8) (MW)","Wellington (GZ8) (MVAR)","Nelson (GZ9) (MW)","Nelson (GZ9) (MVAR)","Christchurch (GZ10) (MW)","Christchurch (GZ10) (MVAR)","Canterbury (GZ11) (MW)","Canterbury (GZ11) (MVAR)","West Coast (GZ12) (MW)","West Coast (GZ12) (MVAR)","Otago (GZ13) (MW)","Otago (GZ13) (MVAR)","Southland (GZ14) (MW)","Southland (GZ14) (MVAR)"
"01 Jul 2025 00:00",4206.95,-370.50,2499.82,-309.09,1707.13,-61.41,442.93,-84.03,724.40,-73.60,307.16,-68.68,278.96,-0.49,179.60,-12.20,103.70,-1.19,145.28,-17.76,317.79,-51.14,136.21,-11.46,461.90,-73.60,204.66,-65.50,21.76,-3.83,141.63,-18.03,740.97,111.01
"01 Jul 2025 00:05",4169.96,-371.89,2473.14,-312.95,1696.82,-58.94,434.55,-85.09,715.10,-73.90,303.59,-67.83,278.68,-2.62,177.80,-12.60,105.32,-1.98,143.78,-17.11,314.32,-51.82,135.28,-9.51,454.00,-76.20,201.76,-66.70,22.38,-4.85,139.43,-18.22,743.97,116.54
"01 Jul 2025 00:10",4138.56,-360.80,2454.92,-308.98,1683.64,-51.82,428.31,-85.19,714.80,-72.30,298.10,-68.02,278.83,-0.66,177.80,-12.20,104.46,-1.67,143.05,-16.69,309.57,-52.25,134.95,-8.51,449.80,-75.90,199.26,-67.00,22.09,-5.19,138.03,-18.05,739.51,122.83
"01 Jul 2025 00:15",4107.30,-363.15,2433.29,-312.67,1674.01,-50.48,422.78,-85.84,709.20,-73.60,294.73,-68.71,278.15,-1.60,177.00,-12.20,103.78,-0.96,141.92,-16.87,305.73,-52.89,132.65,-9.07,445.50,-76.70,195.96,-67.10,21.26,-4.86,136.67,-18.17,741.97,125.42
"01 Jul 2025 00:20",4063.05,-371.83,2401.46,-319.12,1661.59,-52.71,419.36,-86.97,697.70,-76.40,289.93,-70.24,273.21,-2.44,173.60,-12.10,103.43,-1.19,140.68,-17.11,303.55,-52.67,132.14,-10.82,439.00,-77.10,195.16,-67.30,21.26,-4.60,136.32,-18.43,737.71,125.54
"01 Jul 2025 00:25",4047.38,-376.93,2386.14,-316.37,1661.24,-60.56,414.51,-87.28,693.60,-74.50,287.97,-70.08,272.23,-1.62,174.40,-11.40,102.62,-1.19,140.47,-17.61,300.34,-52.69,133.62,-12.89,439.10,-77.90,195.47,-66.60,20.32,-4.75,135.88,-18.70,736.85,120.28
"01 Jul 2025 00:30",4023.49,-387.46,2378.15,-320.41,1645.34,-67.05,410.46,-87.42,694.10,-75.40,288.46,-69.38,271.02,-3.25,175.20,-12.20,102.13,-1.54,138.43,-17.79,298.35,-53.43,130.70,-12.33,436.00,-78.90,193.36,-67.40,20.45,-4.80,134.86,-18.89,729.97,115.27
"01 Jul 2025 00:35",4008.09,-378.54,2365.39,-319.00,1642.70,-59.54,406.90,-88.02,697.20,-71.70,284.43,-71.39,268.25,-4.13,175.20,-11.70,100.96,-1.68,136.85,-17.20,295.60,-53.18,129.45,-11.26,434.50,-78.50,190.56,-67.60,20.45,-4.59,134.69,-19.10,733.05,121.51
"01 Jul 2025 00:40",3980.69,-383.97,2343.45,-324.64,1637.24,-59.33,403.97,-88.87,685.90,-75.10,282.48,-71.64,267.43,-4.47,175.10,-11.80,101.07,-1.65,135.80,-17.44,291.70,-53.67,128.71,-10.30,432.30,-80.30,191.76,-67.50,19.87,-4.59,134.98,-19.28,729.62,122.64
"01 Jul 2025 00:45",3957.48,-381.42,2323.46,-327.23,1634.02,-54.19,398.34,-89.11,679.00,-75.90,281.61,-70.74,265.12,-4.60,173.80,-12.80,100.82,-1.84,134.87,-17.95,289.90,-54.29,128.23,-9.93,432.90,-80.20,192.26,-67.80,19.69,-4.85,133.69,-19.39,727.25,127.98
"01 Jul 2025 00:50",3957.41,-371.74,2330.48,-317.20,1626.93,-54.54,398.19,-89.58,689.50,-68.00,281.83,-70.37,265.23,-3.41,172.60,-12.80,100.19,-1.96,134.36,-17.64,288.58,-53.44,127.14,-9.22,431.20,-80.90,190.56,-67.40,19.69,-4.74,132.93,-19.36,725.41,127.08
"01 Jul 2025 00:55",3950.78,-386.23,2322.31,-319.25,1628.47,-66.98,395.14,-89.53,689.10,-69.00,280.33,-70.05,263.89,-4.11,171.40,-12.80,102.49,-2.13,133.00,-17.65,286.96,-53.98,126.44,-9.80,428.30,-81.70,190.16,-67.60,19.95,-5.17,132.78,-18.99,730.84,116.28
"01 Jul 2025 01:00",3931.94,-380.33,2313.62,-319.29,1618.32,-61.04,394.33,-89.92,683.90,-69.80,280.93,-69.34,261.32,-4.21,172.80,-12.30,102.57,-2.21,133.58,-17.45,284.19,-54.06,125.74,-10.12,426.30,-81.80,188.76,-67.70,19.47,-5.07,131.34,-19.33,726.71,122.98
"01 Jul 2025 01:05",3904.38,-371.97,2295.84,-320.21,1608.54,-51.76,391.75,-88.80,677.00,-69.10,281.64,-68.21,258.80,-5.53,168.90,-12.20,101.44,-2.32,131.88,-20.10,284.43,-53.95,126.24,-9.99,424.30,-81.70,187.26,-67.70,19.47,-5.07,131.35,-19.40,719.92,132.10
"01 Jul 2025 01:10",3908.81,-369.66,2307.95,-314.94,1600.86,-54.72,389.61,-89.45,681.50,-67.20,280.38,-69.22,268.42,-0.69,171.30,-12.60,102.22,-2.16,132.22,-20.12,282.30,-53.50,125.82,-9.63,418.10,-82.20,187.16,-68.10,18.84,-4.81,129.60,-20.01,721.34,130.03
"01 Jul 2025 01:15",3888.23,-373.37,2293.85,-320.07,1594.38,-53.30,385.29,-91.12,677.10,-70.50,279.67,-69.05,266.15,-0.51,172.00,-12.00,100.89,-2.18,131.25,-19.95,281.50,-54.76,125.38,-9.58,416.80,-81.60,185.86,-67.60,18.84,-4.81,129.64,-20.08,717.86,130.37
"01 Jul 2025 01:20",3870.88,-382.89,2280.77,-325.44,1590.11,-57.45,383.94,-91.34,673.00,-74.00,278.58,-68.92,264.30,-1.40,169.70,-12.50,100.40,-2.24,131.45,-20.02,279.40,-55.02,124.58,-10.09,413.70,-82.80,185.06,-68.00,18.95,-4.89,127.88,-21.14,719.94,129.47
"01 Jul 2025 01:25",3850.68,-385.20,2263.16,-330.95,1587.52,-54.25,380.98,-90.62,667.00,-77.40,277.08,-68.73,260.82,-4.16,168.60,-12.80,100.34,-2.32,131.14,-19.80,277.20,-55.12,123.98,-9.15,412.10,-82.80,184.96,-68.30,19.12,-4.89,128.53,-19.68,718.83,130.57
"01 Jul 2025 01:30",3829.73,-395.73,2247.47,-337.28,1582.26,-58.45,379.91,-92.02,653.70,-79.60,276.15,-71.15,262.69,-1.18,169.10,-13.50,99.45,-2.99,130.27,-20.25,276.20,-56.59,123.26,-10.02,409.40,-83.70,183.06,-68.80,18.45,-4.50,127.83,-20.03,720.26,128.60
"01 Jul 2025 01:35",3817.83,-393.50,2242.12,-335.36,1575.71,-58.14,379.14,-91.70,650.90,-78.30,275.52,-72.19,262.61,-2.29,167.40,-12.60,100.48,-3.01,130.97,-20.37,275.10,-54.90,123.17,-9.52,405.60,-84.90,180.96,-68.70,18.19,-4.73,128.28,-19.20,719.51,128.91
"01 Jul 2025 01:40",3810.58,-389.84,2241.66,-333.42,1568.92,-56.42,376.97,-90.28,654.90,-78.80,274.04,-70.94,259.89,-2.88,170.10,-12.10,101.21,-3.30,130.65,-19.37,273.90,-55.75,123.11,-9.83,402.10,-84.30,180.16,-68.60,18.09,-4.66,128.41,-19.17,717.05,130.14
"01 Jul 2025 01:45",3794.03,-385.74,2232.51,-329.87,1561.52,-55.87,377.71,-91.52,653.50,-75.70,273.29,-71.86,259.92,-1.04,164.80,-12.60,101.75,-2.68,129.64,-19.34,271.90,-55.13,122.30,-9.75,400.80,-84.50,178.26,-68.90,17.94,-4.74,128.48,-18.78,713.74,130.80
"01 Jul 2025 01:50",3793.64,-396.04,2233.55,-336.16,1560.09,-59.88,374.89,-91.46,659.40,-76.00,271.82,-72.18,255.85,-3.31,167.40,-14.40,101.95,-2.60,129.54,-20.12,272.70,-56.09,121.90,-10.44,397.40,-85.30,178.66,-69.10,18.00,-4.55,127.97,-19.43,716.16,128.94
"01 Jul 2025 01:55",3781.04,-395.29,2227.13,-338.31,1553.91,-56.98,373.32,-91.43,655.00,-77.90,271.88,-73.64,259.07,-2.19,165.80,-14.10,101.03,-3.12,128.93,-20.16,272.10,-55.77,121.65,-10.75,395.30,-85.60,178.86,-69.20,18.00,-4.71,127.50,-19.46,712.60,132.74
"01 Jul 2025 02:00",3755.96,-403.22,2203.68,-343.80,1552.28,-59.42,372.40,-92.48,637.90,-81.80,271.12,-73.98,257.30,-3.29,165.20,-13.20,100.85,-3.14,128.41,-19.31,270.50,-56.60,120.97,-10.66,394.00,-85.90,177.57,-69.00,17.79,-4.45,127.43,-19.07,714.52,129.66
"01 Jul 2025 02:05",3786.62,-397.40,2230.45,-335.83,1556.17,-61.57,373.67,-93.02,655.40,-74.00,273.11,-73.23,260.69,-2.33,164.80,-14.20,101.78,-2.57,128.40,-20.38,272.60,-56.10,121.94,-10.94,394.70,-85.70,177.26,-69.60,17.77,-4.53,126.79,-19.75,717.71,128.95
"01 Jul 2025 02:10",3762.98,-410.47,2211.51,-345.45,1551.47,-65.02,373.17,-92.92,642.30,-81.80,272.72,-74.38,257.85,-1.93,164.50,-14.40,101.29,-2.97,128.98,-19.91,270.70,-57.14,122.17,-10.71,394.80,-88.20,176.36,-69.60,17.55,-4.72,128.57,-20.15,712.02,128.36
"01 Jul 2025 02:15",3750.97,-414.79,2204.05,-348.71,1546.92,-66.08,373.73,-92.44,639.70,-83.00,271.08,-75.59,255.95,-3.61,162.50,-14.40,101.80,-2.62,128.99,-20.15,270.30,-56.90,121.13,-10.79,392.50,-89.00,177.06,-69.60,17.51,-4.74,126.24,-19.90,712.48,127.95
"01 Jul 2025 02:20",3742.69,-407.58,2203.23,-342.30,1539.46,-65.28,371.34,-91.73,639.10,-79.10,270.28,-74.45,257.30,-5.27,163.90,-14.00,101.32,-2.53,129.29,-18.89,270.70,-56.33,121.62,-10.79,391.90,-89.30,173.86,-69.90,17.62,-4.62,125.13,-20.53,709.33,129.86
"01 Jul 2025 02:25",3744.42,-409.78,2206.73,-339.40,1537.69,-70.38,371.02,-92.43,643.50,-77.60,269.70,-74.45,256.48,-4.41,166.80,-13.70,101.24,-2.99,129.59,-16.97,268.40,-56.85,120.22,-11.31,388.20,-89.70,173.76,-69.70,17.62,-4.47,125.58,-20.26,712.31,125.06
"01 Jul 2025 02:30",3751.69,-400.91,2215.63,-333.86,1536.06,-67.05,368.94,-92.83,656.00,-72.20,269.84,-73.24,255.33,-4.15,165.80,-13.90,100.55,-2.83,131.07,-18.08,268.10,-56.63,120.86,-10.77,388.20,-89.60,173.56,-69.80,17.47,-4.51,126.85,-20.20,709.12,127.83
"01 Jul 2025 02:35",3732.02,-408.32,2198.84,-340.63,1533.18,-67.69,369.11,-92.96,640.50,-79.00,269.97,-73.29,258.36,-2.88,163.40,-14.40,100.95,-2.69,129.15,-18.99,267.40,-56.42,121.34,-11.27,385.90,-89.90,173.56,-70.20,17.26,-4.43,125.45,-20.06,709.67,128.17
"01 Jul 2025 02:40",3723.96,-410.64,2195.35,-344.96,1528.61,-65.68,368.14,-92.76,639.00,-82.20,270.70,-73.57,253.30,-5.09,164.20,-14.20,100.61,-2.55,131.80,-17.31,267.60,-57.28,121.26,-11.20,384.20,-89.80,170.76,-70.70,17.15,-4.37,126.19,-19.98,709.05,130.37
"01 Jul 2025 02:45",3721.32,-412.21,2197.24,-345.46,1524.08,-66.75,366.48,-93.43,639.10,-83.60,272.57,-72.66,256.82,-3.28,164.50,-14.50,100.39,-2.87,130.28,-17.90,267.10,-57.22,121.53,-10.91,382.40,-91.50,172.16,-70.90,17.11,-4.34,125.05,-19.67,705.83,130.57
"01 Jul 2025 02:50",3716.35,-408.31,2191.05,-339.77,1525.30,-68.54,371.07,-93.12,638.10,-78.80,273.58,-71.91,249.89,-5.79,163.50,-14.20,100.70,-3.01,127.61,-15.84,266.60,-57.10,121.22,-11.05,380.60,-91.70,170.76,-71.40,17.15,-4.43,127.01,-19.98,708.56,130.02
"01 Jul 2025 02:55",3712.80,-403.47,2190.25,-336.68,1522.55,-66.79,369.34,-92.50,634.70,-78.30,274.87,-68.70,249.07,-5.52,163.50,-14.90,100.70,-2.83,131.77,-17.35,266.30,-56.58,121.45,-10.90,380.20,-91.20,170.67,-70.90,17.33,-4.48,125.23,-19.93,707.67,130.62
"01 Jul 2025 03:00",3703.30,-411.23,2179.77,-343.13,1523.53,-68.10,366.94,-92.81,629.80,-80.10,274.48,-69.85,250.58,-6.51,162.30,-15.50,100.24,-2.79,130.13,-18.61,265.30,-56.96,121.06,-10.90,379.80,-91.20,170.26,-70.90,17.24,-4.55,126.75,-20.16,708.42,129.61
"01 Jul 2025 03:05",3708.23,-415.21,2180.44,-347.13,1527.79,-68.08,367.79,-92.65,626.70,-84.70,275.21,-71.04,249.15,-5.62,162.60,-14.40,99.87,-2.73,131.32,-19.30,267.80,-56.69,122.86,-10.38,383.10,-91.50,170.46,-71.10,17.37,-4.45,124.98,-19.96,709.02,129.31
"01 Jul 2025 03:10",3713.65,-411.04,2187.07,-345.12,1526.58,-65.92,366.45,-92.65,636.20,-79.70,273.22,-72.34,248.71,-7.45,162.10,-15.50,99.87,-3.18,132.12,-18.03,268.40,-56.27,120.83,-10.87,383.60,-90.60,171.16,-71.00,17.37,-4.47,125.17,-21.27,708.45,132.29
"01 Jul 2025 03:15",3714.75,-407.16,2190.01,-341.66,1524.74,-65.50,365.49,-92.66,636.70,-79.20,272.48,-72.55,250.13,-6.54,163.30,-15.00,99.79,-3.30,133.92,-16.91,268.20,-55.50,121.46,-11.12,382.90,-91.00,169.76,-70.90,17.35,-4.89,123.47,-21.37,709.80,133.78
"01 Jul 2025 03:20",3711.32,-413.35,2185.37,-347.68,1525.95,-65.67,364.95,-93.00,636.10,-80.40,273.37,-72.71,247.89,-6.76,164.20,-15.20,99.78,-3.28,130.98,-19.73,268.10,-56.60,120.52,-11.45,383.20,-91.00,171.06,-70.60,17.35,-4.78,124.47,-21.60,709.35,133.76
"01 Jul 2025 03:25",3711.26,-404.42,2186.32,-339.96,1524.94,-64.46,363.18,-92.97,636.30,-78.30,275.87,-70.59,248.70,-5.12,161.80,-14.90,99.88,-3.16,132.69,-17.96,267.90,-56.96,120.86,-11.10,382.50,-90.50,170.06,-70.30,17.73,-4.89,124.91,-20.14,708.88,132.47
"01 Jul 2025 03:30",3704.73,-410.79,2180.86,-342.94,1523.87,-67.85,362.00,-94.09,631.90,-79.30,273.34,-72.56,249.40,-4.29,163.30,-14.50,99.88,-3.26,132.74,-18.37,268.30,-56.57,120.76,-11.29,382.60,-90.70,169.96,-71.30,17.73,-4.98,126.22,-20.03,706.60,130.45
"01 Jul 2025 03:35",3705.07,-414.34,2181.23,-348.18,1523.84,-66.16,363.38,-92.83,629.10,-85.50,272.98,-73.33,250.86,-5.31,162.40,-15.10,99.37,-3.15,135.14,-16.29,268.00,-56.67,120.32,-12.82,382.30,-90.70,170.36,-71.10,17.53,-4.94,125.50,-19.63,707.83,133.03
"01 Jul 2025 03:40",3704.33,-406.60,2179.96,-340.97,1524.37,-65.63,364.56,-93.22,629.80,-76.50,272.69,-73.88,252.02,-3.96,161.50,-14.60,99.44,-3.24,132.45,-19.01,267.50,-56.56,120.71,-12.66,382.40,-90.80,169.36,-71.50,17.53,-4.88,126.71,-18.92,707.66,133.13
"01 Jul 2025 03:45",3704.96,-413.71,2176.43,-347.12,1528.53,-66.59,363.76,-92.36,623.50,-84.10,273.40,-74.00,252.31,-4.18,165.40,-15.00,99.90,-3.33,131.46,-18.13,266.70,-56.02,121.28,-11.31,382.10,-90.70,168.76,-71.20,17.82,-4.74,127.48,-19.08,711.09,130.44
"01 Jul 2025 03:50",3710.71,-404.60,2182.90,-338.91,1527.81,-65.69,363.24,-92.34,632.70,-77.00,272.51,-73.61,249.04,-4.21,164.30,-13.90,99.46,-3.04,133.15,-18.68,268.50,-56.13,120.84,-11.36,382.30,-90.70,168.96,-71.60,17.57,-4.82,128.06,-18.96,710.08,131.75
"01 Jul 2025 03:55",3704.56,-420.34,2176.54,-353.25,1528.02,-67.09,363.75,-92.99,627.50,-84.20,272.10,-75.22,249.03,-6.82,162.30,-14.80,99.95,-3.03,132.01,-19.79,269.90,-56.40,120.24,-11.99,381.30,-90.70,169.06,-71.40,17.92,-5.16,128.06,-19.01,711.44,131.17
"01 Jul 2025 04:00",3720.21,-416.80,2185.18,-348.45,1535.03,-68.35,367.69,-91.90,624.40,-84.00,274.59,-74.49,250.14,-5.78,163.60,-14.10,99.95,-3.04,133.21,-19.25,271.60,-55.89,120.91,-11.56,383.80,-90.30,169.46,-70.80,17.92,-4.98,128.98,-18.64,713.96,127.93
"01 Jul 2025 04:05",3743.67,-407.30,2208.70,-342.55,1534.97,-64.75,367.88,-92.45,637.70,-79.20,275.91,-74.22,249.54,-6.28,165.90,-15.20,99.94,-3.01,138.33,-16.16,273.50,-56.03,120.67,-11.33,384.40,-89.90,170.76,-71.20,18.29,-5.15,130.01,-18.57,710.84,131.40
"01 Jul 2025 04:10",3756.69,-401.97,2217.98,-338.23,1538.71,-63.74,369.13,-92.73,637.80,-75.40,279.17,-73.04,253.33,-5.69,165.30,-14.50,100.64,-2.84,136.31,-18.63,276.30,-55.40,120.06,-12.30,385.40,-89.90,172.76,-70.50,18.04,-5.26,129.14,-18.14,713.31,132.36
"01 Jul 2025 04:15",3763.33,-403.53,2225.63,-339.57,1537.70,-63.96,371.44,-92.64,636.90,-77.30,279.11,-73.46,252.49,-7.53,167.60,-14.40,101.19,-2.48,140.60,-15.66,276.30,-56.10,118.86,-12.75,386.90,-89.70,171.26,-71.50,18.04,-5.26,129.91,-18.31,712.73,133.56
"01 Jul 2025 04:20",3762.16,-413.95,2221.33,-349.84,1540.83,-64.11,370.49,-93.40,634.70,-82.90,280.21,-74.40,253.92,-7.32,166.10,-14.70,102.29,-2.63,136.82,-18.89,276.80,-55.60,119.73,-12.37,388.00,-89.90,171.46,-71.30,18.60,-5.22,129.50,-19.18,713.54,133.86
"01 Jul 2025 04:25",3773.94,-408.34,2231.90,-345.10,1542.04,-63.24,370.72,-92.65,639.00,-84.10,282.48,-73.95,254.16,-4.84,166.00,-15.00,101.95,-2.66,139.89,-16.60,277.70,-55.30,119.29,-12.83,388.90,-89.80,171.06,-71.50,18.43,-5.34,129.96,-19.04,714.40,135.27
"01 Jul 2025 04:30",3787.60,-406.59,2244.22,-346.66,1543.38,-59.93,373.14,-95.52,643.70,-83.20,283.15,-73.42,254.72,-6.56,167.10,-14.70,102.35,-2.30,141.46,-15.66,278.60,-55.30,119.74,-12.17,389.70,-88.90,171.46,-71.40,17.95,-4.79,129.80,-18.33,714.73,135.66
"01 Jul 2025 04:35",3805.81,-407.58,2255.86,-344.62,1549.95,-62.96,374.29,-95.36,644.00,-82.30,283.77,-73.54,257.30,-5.80,170.10,-13.70,103.00,-2.52,142.40,-16.00,281.00,-55.40,121.51,-12.30,390.60,-89.30,171.16,-71.20,17.95,-4.94,130.88,-18.47,717.85,133.25
"01 Jul 2025 04:40",3827.18,-407.66,2271.00,-342.43,1556.18,-65.23,378.49,-94.86,652.40,-80.50,286.20,-72.83,258.00,-6.37,168.20,-14.20,102.97,-2.62,141.74,-15.90,283.00,-55.15,121.42,-12.52,393.70,-88.50,173.26,-71.30,18.01,-4.84,131.82,-17.93,717.97,129.86
"01 Jul 2025 04:45",3851.77,-395.46,2289.25,-337.47,1562.52,-57.99,379.42,-94.89,662.00,-75.20,287.11,-71.53,260.53,-6.03,172.30,-14.90,102.99,-2.26,141.10,-17.86,283.80,-54.80,123.53,-12.05,395.90,-88.20,173.67,-70.90,18.31,-4.91,132.34,-17.52,718.77,135.59
"01 Jul 2025 04:50",3864.75,-393.48,2301.71,-331.97,1563.04,-61.51,381.06,-94.21,664.90,-75.30,289.68,-72.06,261.23,-4.51,171.80,-14.30,102.20,-2.08,144.14,-15.56,286.70,-53.95,124.34,-12.35,396.60,-88.20,173.96,-70.40,18.66,-6.21,132.59,-18.20,716.89,133.85
"01 Jul 2025 04:55",3882.10,-396.74,2314.85,-339.47,1567.25,-57.27,383.64,-94.03,669.60,-79.90,293.00,-71.09,261.82,-7.62,172.40,-14.10,103.18,-2.21,142.51,-16.82,288.70,-53.70,125.35,-11.22,397.60,-88.10,176.16,-70.10,19.02,-5.35,132.68,-17.46,716.44,134.96
"01 Jul 2025 05:00",3913.30,-389.63,2332.33,-332.56,1580.97,-57.07,388.04,-93.75,672.90,-80.80,295.24,-68.82,268.64,-5.57,174.50,-13.60,103.95,-2.40,138.96,-13.72,290.10,-53.90,126.83,-11.11,402.10,-87.40,176.96,-70.60,18.55,-5.23,134.80,-17.75,721.73,135.02
"01 Jul 2025 05:05",3995.34,-377.14,2395.22,-322.65,1600.12,-54.49,398.38,-92.35,691.30,-77.80,305.38,-66.35,275.75,-3.27,176.10,-13.50,105.17,-1.46,145.04,-14.92,298.10,-53.00,129.64,-11.25,410.30,-86.80,179.26,-70.30,18.27,-4.76,136.21,-17.33,726.44,135.95
"01 Jul 2025 05:10",4048.66,-364.12,2432.62,-318.84,1616.04,-45.28,404.89,-91.46,698.60,-78.60,310.91,-63.27,279.94,-1.89,179.10,-13.40,106.40,-1.43,147.68,-17.49,305.10,-51.30,134.15,-8.61,414.20,-86.40,183.26,-69.20,18.90,-4.62,137.61,-17.19,727.92,140.74
"01 Jul 2025 05:15",4082.23,-353.00,2459.43,-308.15,1622.80,-44.85,406.87,-90.02,710.60,-72.60,314.36,-62.91,282.88,-0.40,180.90,-12.30,107.26,-1.34,148.36,-17.58,308.20,-51.00,136.76,-9.05,418.10,-85.80,183.86,-68.70,19.25,-4.57,137.93,-17.36,726.90,140.63
"01 Jul 2025 05:20",4118.40,-342.87,2486.06,-302.62,1632.34,-40.25,418.23,-89.40,711.30,-70.60,316.79,-63.58,289.31,0.36,182.10,-11.30,107.98,-0.89,149.35,-16.37,311.00,-50.84,137.98,-8.60,422.40,-82.20,184.76,-68.50,19.44,-4.73,139.33,-17.25,728.43,141.03
"01 Jul 2025 05:25",4146.74,-343.01,2504.31,-305.14,1642.43,-37.87,421.15,-87.60,704.90,-76.60,322.58,-62.20,291.88,0.04,187.10,-11.30,108.69,-0.94,151.41,-16.39,316.60,-50.15,140.86,-8.16,424.40,-81.40,186.56,-67.80,19.10,-4.36,140.53,-16.98,730.98,140.83
"01 Jul 2025 05:30",4191.79,-322.55,2535.57,-287.47,1656.22,-35.08,426.53,-86.99,721.80,-68.90,324.07,-60.98,294.91,1.87,187.50,-9.30,107.47,-0.39,154.79,-13.71,318.50,-49.07,141.66,-8.28,430.00,-79.40,189.46,-67.50,18.54,-3.44,140.46,-16.60,736.10,140.14
"01 Jul 2025 05:35",4243.62,-322.70,2569.38,-289.52,1674.24,-33.18,433.90,-87.01,725.30,-74.60,330.20,-60.80,295.78,1.51,189.90,-9.40,110.14,-0.33,158.66,-10.54,325.50,-48.35,143.73,-7.70,436.90,-78.90,191.56,-67.30,18.62,-3.30,143.18,-16.46,740.25,140.48
"01 Jul 2025 05:40",4295.65,-316.81,2605.82,-284.48,1689.83,-32.33,442.61,-86.02,733.00,-72.40,334.97,-59.66,298.61,0.86,192.10,-8.80,109.61,-0.12,165.82,-10.24,329.10,-48.10,147.08,-7.73,442.00,-77.10,194.96,-66.50,19.22,-3.30,144.25,-16.37,742.32,138.67
"01 Jul 2025 05:45",4325.58,-298.48,2624.63,-273.78,1700.95,-24.70,445.64,-84.02,735.40,-71.30,336.73,-58.61,308.53,5.83,188.20,-10.00,108.60,0.13,165.73,-9.03,335.80,-46.78,147.15,-7.06,451.20,-75.00,196.56,-65.90,19.22,-3.36,145.43,-15.81,741.39,142.43
"01 Jul 2025 05:50",4393.26,-279.09,2673.08,-257.19,1720.18,-21.90,457.52,-82.55,757.90,-57.70,342.36,-58.37,306.07,3.60,189.20,-9.50,110.79,0.83,167.54,-8.13,341.70,-45.37,151.15,-6.79,455.60,-74.40,199.36,-65.30,19.53,-3.30,146.58,-15.84,747.96,143.73
"01 Jul 2025 05:55",4450.79,-271.64,2713.31,-251.47,1737.48,-20.17,465.84,-81.80,767.20,-60.20,347.31,-55.95,317.87,9.85,188.80,-8.80,111.48,1.11,165.31,-10.23,349.50,-45.45,152.84,-7.13,463.80,-73.50,202.46,-65.00,19.82,-3.08,147.71,-15.82,750.85,144.36
"01 Jul 2025 06:00",4508.46,-262.80,2747.07,-248.96,1761.39,-13.84,471.60,-77.34,769.40,-63.20,355.55,-54.24,322.25,8.49,192.70,-9.00,112.72,0.86,168.15,-11.05,354.70,-43.48,155.35,-5.96,469.20,-71.60,207.46,-63.40,20.66,-2.93,150.41,-15.30,758.31,145.35
"01 Jul 2025 06:05",4656.33,-242.82,2856.42,-230.97,1799.91,-11.85,489.17,-74.28,802.60,-54.90,370.47,-51.14,330.44,6.81,202.20,-6.80,116.45,1.97,173.59,-11.38,371.50,-41.25,160.26,-3.84,489.20,-68.00,213.36,-62.70,21.47,-3.10,154.24,-14.51,761.38,140.30
"01 Jul 2025 06:10",4755.99,-208.72,2928.72,-206.88,1827.27,-1.84,507.64,-70.25,823.90,-50.20,380.32,-48.93,339.28,10.49,205.30,-5.40,119.37,3.07,172.41,-5.99,380.50,-39.67,163.13,-3.36,502.20,-62.50,217.16,-60.70,22.03,-3.42,155.15,-14.04,767.60,142.18
"01 Jul 2025 06:15",4839.89,-192.16,2980.88,-202.08,1859.01,9.92,514.78,-69.98,835.60,-49.00,390.77,-45.80,340.64,8.60,205.40,-5.00,121.03,2.80,177.76,-6.34,394.90,-37.36,168.75,-2.30,514.20,-59.60,221.76,-60.50,23.88,-2.69,158.02,-13.77,772.40,148.78
"01 Jul 2025 06:20",4920.60,-175.60,3043.42,-189.92,1877.18,14.32,524.05,-67.29,850.80,-45.30,398.32,-44.63,350.32,12.30,210.60,-3.40,122.85,2.80,183.58,-9.33,402.90,-35.07,171.43,-1.98,519.10,-57.00,226.36,-59.10,24.68,-2.94,160.14,-13.22,775.47,148.56
"01 Jul 2025 06:25",4979.23,-148.41,3088.80,-166.78,1890.43,18.37,534.02,-66.02,868.20,-31.70,404.14,-43.63,353.91,13.84,214.00,-2.50,123.51,2.89,185.22,-4.86,405.80,-34.80,173.75,-1.56,526.50,-54.90,228.56,-58.40,24.44,-3.07,161.34,-13.11,775.84,149.41
"01 Jul 2025 06:30",5051.43,-145.75,3132.96,-168.05,1918.47,22.30,542.56,-64.83,876.70,-33.00,410.40,-41.26,356.19,12.05,220.10,-4.00,125.50,2.92,188.71,-6.65,412.80,-33.28,177.35,-0.76,536.20,-53.50,234.16,-57.70,24.99,-3.13,164.21,-12.44,781.56,149.83
