STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,PERIOD_INC_INC_005,Year,OCC2_INC_INC_005,Occupation,SEX_INC_INC_005,Sex,QAL_INC_INC_005,Highest qualification,MEASURE_INC_INC_005,Measure,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,4,Level 1-3 post-school certificate,NO_PEOPLE,,5.7,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,5,Level 4-6 certificate or diploma,AV_HOUR_EARN,,22.3,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,5,Level 4-6 certificate or diploma,AV_WEEK_INC,,946,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,5,Level 4-6 certificate or diploma,MED_HOUR_EARN,,19.51,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,5,Level 4-6 certificate or diploma,MED_WEEK_INC,,800,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,5,Level 4-6 certificate or diploma,NO_PEOPLE,,22.2,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,6,Bachelors degree and level 7 qualification,AV_HOUR_EARN,,18.95,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,6,Bachelors degree and level 7 qualification,AV_WEEK_INC,,735,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,6,Bachelors degree and level 7 qualification,MED_HOUR_EARN,,17,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,6,Bachelors degree and level 7 qualification,MED_WEEK_INC,,720,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,6,Bachelors degree and level 7 qualification,NO_PEOPLE,,8.8,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,7,Postgraduate qualification,AV_HOUR_EARN,,27.08,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,7,Postgraduate qualification,AV_WEEK_INC,,992,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,7,Postgraduate qualification,MED_HOUR_EARN,,18,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,7,Postgraduate qualification,MED_WEEK_INC,,628,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,7,Postgraduate qualification,NO_PEOPLE,,1.7,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,8,Post-school qualification not elsewhere classified,AV_HOUR_EARN,,22.27,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,8,Post-school qualification not elsewhere classified,AV_WEEK_INC,,887,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,8,Post-school qualification not elsewhere classified,MED_HOUR_EARN,,19,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,8,Post-school qualification not elsewhere classified,MED_WEEK_INC,,767,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,8,Post-school qualification not elsewhere classified,NO_PEOPLE,,6.5,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,98,Total All Qualifications,AV_HOUR_EARN,,21.05,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,98,Total All Qualifications,AV_WEEK_INC,,811,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,98,Total All Qualifications,MED_HOUR_EARN,,18.42,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,98,Total All Qualifications,MED_WEEK_INC,,767,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,1,Male,98,Total All Qualifications,NO_PEOPLE,,146.8,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,1,No qualification,AV_HOUR_EARN,,17.23,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,1,No qualification,AV_WEEK_INC,,512,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,1,No qualification,MED_HOUR_EARN,,16.4,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,1,No qualification,MED_WEEK_INC,,551,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,1,No qualification,NO_PEOPLE,,27.4,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,2,Lower secondary school qualification,AV_HOUR_EARN,,18.37,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,2,Lower secondary school qualification,AV_WEEK_INC,,478,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,2,Lower secondary school qualification,MED_HOUR_EARN,,16,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,2,Lower secondary school qualification,MED_WEEK_INC,,360,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,2,Lower secondary school qualification,NO_PEOPLE,,8.2,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,3,Upper secondary school qualification,AV_HOUR_EARN,,17.69,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,3,Upper secondary school qualification,AV_WEEK_INC,,489,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,3,Upper secondary school qualification,MED_HOUR_EARN,,16,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,3,Upper secondary school qualification,MED_WEEK_INC,,500,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,3,Upper secondary school qualification,NO_PEOPLE,,20.3,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,4,Level 1-3 post-school certificate,AV_HOUR_EARN,,17.27,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,4,Level 1-3 post-school certificate,AV_WEEK_INC,,489,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,4,Level 1-3 post-school certificate,MED_HOUR_EARN,,16,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,4,Level 1-3 post-school certificate,MED_WEEK_INC,,537,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,4,Level 1-3 post-school certificate,NO_PEOPLE,,5,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,5,Level 4-6 certificate or diploma,AV_HOUR_EARN,,17.39,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,5,Level 4-6 certificate or diploma,AV_WEEK_INC,,581,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,5,Level 4-6 certificate or diploma,MED_HOUR_EARN,,15.75,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,5,Level 4-6 certificate or diploma,MED_WEEK_INC,,575,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,5,Level 4-6 certificate or diploma,NO_PEOPLE,,7.8,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,6,Bachelors degree and level 7 qualification,AV_HOUR_EARN,,18.92,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,6,Bachelors degree and level 7 qualification,AV_WEEK_INC,,665,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,6,Bachelors degree and level 7 qualification,MED_HOUR_EARN,,17,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,6,Bachelors degree and level 7 qualification,MED_WEEK_INC,,708,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,6,Bachelors degree and level 7 qualification,NO_PEOPLE,,4.8,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,8,Post-school qualification not elsewhere classified,AV_HOUR_EARN,,18.5,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,8,Post-school qualification not elsewhere classified,AV_WEEK_INC,,489,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,8,Post-school qualification not elsewhere classified,MED_HOUR_EARN,,16.5,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,8,Post-school qualification not elsewhere classified,MED_WEEK_INC,,375,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,8,Post-school qualification not elsewhere classified,NO_PEOPLE,,3.9,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,98,Total All Qualifications,AV_HOUR_EARN,,17.58,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,98,Total All Qualifications,AV_WEEK_INC,,512,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,98,Total All Qualifications,MED_HOUR_EARN,,16.22,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,98,Total All Qualifications,MED_WEEK_INC,,502,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,2,Female,98,Total All Qualifications,NO_PEOPLE,,81,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,1,No qualification,AV_HOUR_EARN,,19.87,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,1,No qualification,AV_WEEK_INC,,703,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,1,No qualification,MED_HOUR_EARN,,18,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,1,No qualification,MED_WEEK_INC,,680,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,1,No qualification,NO_PEOPLE,,71.7,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,2,Lower secondary school qualification,AV_HOUR_EARN,,20.72,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,2,Lower secondary school qualification,AV_WEEK_INC,,688,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,2,Lower secondary school qualification,MED_HOUR_EARN,,18.5,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,2,Lower secondary school qualification,MED_WEEK_INC,,720,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,2,Lower secondary school qualification,NO_PEOPLE,,24.2,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,3,Upper secondary school qualification,AV_HOUR_EARN,,18.73,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,3,Upper secondary school qualification,AV_WEEK_INC,,620,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,3,Upper secondary school qualification,MED_HOUR_EARN,,16.39,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,3,Upper secondary school qualification,MED_WEEK_INC,,620,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,3,Upper secondary school qualification,NO_PEOPLE,,53.6,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,4,Level 1-3 post-school certificate,AV_HOUR_EARN,,18.93,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,4,Level 1-3 post-school certificate,AV_WEEK_INC,,661,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,4,Level 1-3 post-school certificate,MED_HOUR_EARN,,18,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,4,Level 1-3 post-school certificate,MED_WEEK_INC,,702,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,4,Level 1-3 post-school certificate,NO_PEOPLE,,10.6,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,5,Level 4-6 certificate or diploma,AV_HOUR_EARN,,21,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,5,Level 4-6 certificate or diploma,AV_WEEK_INC,,850,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,5,Level 4-6 certificate or diploma,MED_HOUR_EARN,,18,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,5,Level 4-6 certificate or diploma,MED_WEEK_INC,,762,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,5,Level 4-6 certificate or diploma,NO_PEOPLE,,30,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,6,Bachelors degree and level 7 qualification,AV_HOUR_EARN,,18.94,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,6,Bachelors degree and level 7 qualification,AV_WEEK_INC,,711,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,6,Bachelors degree and level 7 qualification,MED_HOUR_EARN,,17,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,6,Bachelors degree and level 7 qualification,MED_WEEK_INC,,712,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,6,Bachelors degree and level 7 qualification,NO_PEOPLE,,13.6,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,7,Postgraduate qualification,AV_HOUR_EARN,,23.21,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,7,Postgraduate qualification,AV_WEEK_INC,,795,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,7,Postgraduate qualification,MED_HOUR_EARN,,16.25,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,7,Postgraduate qualification,MED_WEEK_INC,,611,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,7,Postgraduate qualification,NO_PEOPLE,,2.4,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,8,Post-school qualification not elsewhere classified,AV_HOUR_EARN,,20.78,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,8,Post-school qualification not elsewhere classified,AV_WEEK_INC,,730,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,8,Post-school qualification not elsewhere classified,MED_HOUR_EARN,,18.22,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,8,Post-school qualification not elsewhere classified,MED_WEEK_INC,,714,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,8,Post-school qualification not elsewhere classified,NO_PEOPLE,,10.3,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,98,Total All Qualifications,AV_HOUR_EARN,,19.81,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,98,Total All Qualifications,AV_WEEK_INC,,704,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,98,Total All Qualifications,MED_HOUR_EARN,,17.5,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,98,Total All Qualifications,MED_WEEK_INC,,694,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,8,Labourers,98,Total Both Sexes,98,Total All Qualifications,NO_PEOPLE,,227.8,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,9,Residual occupations,1,Male,3,Upper secondary school qualification,AV_HOUR_EARN,,19.56,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,9,Residual occupations,1,Male,3,Upper secondary school qualification,AV_WEEK_INC,,770,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,9,Residual occupations,1,Male,3,Upper secondary school qualification,MED_HOUR_EARN,,19.58,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,9,Residual occupations,1,Male,3,Upper secondary school qualification,MED_WEEK_INC,,896,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,9,Residual occupations,1,Male,3,Upper secondary school qualification,NO_PEOPLE,,1.1,
DATAFLOW,STATSNZ:INC_INC_005(1.0),"Earnings from main wage and salary job by occupation (ANZSCO 2006), sex, and highest qualification",I,201606,2016,9,Residual occupations,1,Male,98,Total All Qualifications,AV_HOUR_EARN,,21.97,
