report_date,period_type,region,data_source,dataset_description,load_timestamp,..,111,124,1342,159,175,209,21,257,27,464,49,52,66,877,93
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,266.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,111.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,138.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,45.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,89.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,105.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,54.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,210.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,28.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,211.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,23.0,,,,,,,,,,,,,,,
1996-08-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1337.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,264.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,140.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,174.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,62.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,115.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,113.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,79.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,256.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,45.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,214.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,31.0,,,,,,,,,,,,,,,
1996-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1572.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,31.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,156.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,32.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,73.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,9.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,20.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,41.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,22.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,117.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,23.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,104.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,20.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,649.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,65.0,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,124.0,,,,,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,116.0,,,,,,,,,,,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,104.0,,,,,,,,,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,52.0,,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,92.0
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,77.0,,,,,,,,,,,,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,57.0,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,140.0,,,,,,,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,34.0,,,,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,89.0,,,,,,,,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,21.0,,,,,,,,
1996-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,971.0,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,280.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,147.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,177.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,61.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,111.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,119.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,79.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,256.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,57.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,194.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,41.0,,,,,,,,,,,,,,,
1996-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1621.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,334.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,159.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,199.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,66.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,112.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,132.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,100.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,324.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,64.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,212.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,54.0,,,,,,,,,,,,,,,
1996-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1861.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,337.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,219.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,257.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,87.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,111.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,123.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,171.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,364.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,70.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,262.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,66.0,,,,,,,,,,,,,,,
1996-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,2252.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,63.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,201.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,64.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,105.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,18.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,30.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,52.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,61.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,166.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,36.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,148.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,38.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,982.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,216.0,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,185.0,,,,,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,279.0,,,,,,,,,,,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,314.0,,,,,,,,,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,127.0,,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,121.0
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,91.0,,,,,,,,,,,,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,218.0,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,275.0,,,,,,,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,59.0,,,,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,212.0,,,,,,,,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,38.0,,,,,,,,
1997-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,2134.0,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,386.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,343.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,419.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,145.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,151.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,142.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,279.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,440.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,96.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,360.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,76.0,,,,,,,,,,,,,,,
1997-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,3117.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,362.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,205.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,238.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,91.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,122.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,144.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,165.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,363.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,83.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,286.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,78.0,,,,,,,,,,,,,,,
1997-02-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,2296.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,377.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,225.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,251.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,90.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,129.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,145.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,150.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,348.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,81.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,282.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,73.0,,,,,,,,,,,,,,,
1997-03-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,2297.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,35.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,165.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,35.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,71.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,12.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,19.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,45.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,31.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,122.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,24.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,108.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,20.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,689.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,74.0,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,137.0,,,,,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,118.0,,,,,,,,,,,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,127.0,,,,,,,,,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,61.0,,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,85.0
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,73.0,,,,,,,,,,,,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,73.0,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,156.0,,,,,,,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,33.0,,,,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,112.0,,,,,,,,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,26.0,,,,,,,,
1997-04-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,1075.0,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,302.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,151.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,198.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,73.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,104.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,119.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,105.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,278.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,57.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,213.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,45.0,,,,,,,,,,,,,,,
1997-04-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1752.0,,,,,,,,,,,,,,,
1997-05-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,257.0,,,,,,,,,,,,,,,
1997-05-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,112.0,,,,,,,,,,,,,,,
