report_date,period_type,region,data_source,dataset_description,load_timestamp,..,111,124,1342,159,175,209,21,257,27,464,49,52,66,877,93
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,43.0,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,250.0,,,,,,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,117.0,,,,,,,,,,,,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,117.0,,,,,,,,,,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,60.0,,,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,99.0
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,128.0,,,,,,,,,,,,,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,50.0,,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,165.0,,,,,,,,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,30.0,,,,,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,126.0,,,,,,,,,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,25.0,,,,,,,,
2011-09-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,1211.0,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,1354.0,,,,,
2011-09-01,Monthly,International guest nights: seasonally adjusted,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1093.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,488.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,183.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,207.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,86.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,134.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,221.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,91.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,265.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,59.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,323.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,48.0,,,,,,,,,,,,,,,
2011-09-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,2189.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,1465.0,
2011-10-01,Monthly,Domestic guest nights: seasonally adjusted,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1606.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,50.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,270.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,68.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,83.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,26.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,26.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,91.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,51.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,116.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,38.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,148.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,19.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,986.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,59.0,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,287.0,,,,,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,154.0,,,,,,,,,,,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,147.0,,,,,,,,,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,73.0,,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,115.0
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,148.0,,,,,,,,,,,,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,77.0,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,194.0,,,,,,,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,39.0,,,,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,137.0,,,,,,,,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,29.0,,,,,,,,
2011-10-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,1459.0,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,1138.0,,,,,
2011-10-01,Monthly,International guest nights: seasonally adjusted,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1089.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,557.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,221.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,230.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,99.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,142.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,238.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,128.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,311.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,78.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,285.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,48.0,,,,,,,,,,,,,,,
2011-10-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,2445.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,1598.0,
2011-11-01,Monthly,Domestic guest nights: seasonally adjusted,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1605.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,56.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,271.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,77.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,97.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,30.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,29.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,105.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,71.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,149.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,66.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,202.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,42.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1196.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,67.0,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,264.0,,,,,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,150.0,,,,,,,,,,,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,150.0,,,,,,,,,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,68.0,,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,97.0
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,138.0,,,,,,,,,,,,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,78.0,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,223.0,,,,,,,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,41.0,,,,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,157.0,,,,,,,,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,35.0,,,,,,,,
2011-11-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,1467.0,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,1058.0,,,,,
2011-11-01,Monthly,International guest nights: seasonally adjusted,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1073.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,536.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,227.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,246.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,98.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,127.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,243.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,149.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,372.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,107.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,358.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,77.0,,,,,,,,,,,,,,,
2011-11-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,2663.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,1619.0,
2011-12-01,Monthly,Domestic guest nights: seasonally adjusted,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1602.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,65.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,266.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,103.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,117.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,38.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,32.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,78.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,87.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,174.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,72.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,255.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,51.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1337.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,131.0,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,313.0,,,,,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,187.0,,,,,,,,,,,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,204.0,,,,,,,,,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,95.0,,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,110.0
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,142.0,,,,,,,,,,,,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,134.0,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,254.0,,,,,,,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,51.0,,,,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,215.0,,,,,,,,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,36.0,,,,,,,,
2011-12-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,1871.0,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,1034.0,,,,,
2011-12-01,Monthly,International guest nights: seasonally adjusted,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1048.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,578.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,290.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,321.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,133.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,143.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,220.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,220.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,427.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,123.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,470.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,87.0,,,,,,,,,,,,,,,
2011-12-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,3208.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,1570.0,
2012-01-01,Monthly,Domestic guest nights: seasonally adjusted,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1598.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,83.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,291.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,109.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,129.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,42.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,41.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,90.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,118.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,203.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,96.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,305.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,61.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Domestic guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1568.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,238.0,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,321.0,,,,,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,284.0,,,,,,,,,,,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,307.0,,,,,,,,,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,144.0,,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,156.0
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,165.0,,,,,,,,,,,,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,,,237.0,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,316.0,,,,,,,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,65.0,,,,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,303.0,,,,,,,,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,48.0,,,,,,,,
2012-01-01,Monthly,Guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,2583.0,,,,,,,,,,,,
2012-01-01,Monthly,International guest nights,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,,,,,,,,,,,1036.0,,,,,
2012-01-01,Monthly,International guest nights: seasonally adjusted,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,1022.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,612.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,393.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,437.0,,,,,,,,,,,,,,,
2012-01-01,Monthly,International guest nights: trend,Stats NZ ACS348801,Guest Nights by Region (Monthly),2025-08-03,186.0,,,,,,,,,,,,,,,
