report_date,period_type,region,data_source,dataset_description,load_timestamp,..,15.57,15.77,16.35,17.69,1895,1922,19729,20.91,21.11,22.37,23.78,25.69,25.74,2554,27.63,28.69,2968,30.60,31.29,33.53,37.61,4018,4067,42.48,43.14,4458,4487,45.74,45.99,46.94,46.99,48.08,54.76,5666,57.42,59.98,7785,8486
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4455.0,,,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,1991.0,,,,,,,,,,,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,4776.0,,,,,,,,,,,,,,,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103.0,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,2775.0,,,,,,,,,,,,,,,,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7999.0,,,,,,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5935.0,,,,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,1825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,32162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,20656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52818.0,,,,,,,,,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,49.31,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.96
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,28.01,,,,,,,,,,,,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,24.83,,,,,,,,,,,,,,,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.24,,,,,,,,,,,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,20.82,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,32.89,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.68,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,28.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.78,,,,
1996-10-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,40.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.17,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,56.72,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,46.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,40.51,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.79,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,43.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,50.01,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,36.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,49.73,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,35.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,50.3,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,3262.0,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8736.0,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,4517.0,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4395.0,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,4727.0,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4082.0,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,2808.0,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7983.0,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,2261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5908.0,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,1929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,31703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,20889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,Monthly,Occupancy rate excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52592.0,,,,,,,,,
1996-11-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,57.7,,,,,,,,,,,,,,,,,,,,,
1996-11-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.27
1996-11-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,31.36,,,,,,,,,,,,
1996-11-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,26.09,,,,,,,,,,,,,,,
1996-11-01,Monthly,Capacity (stay units) excluding holiday parks,Stats NZ ACS348401,Occupancy Rate by Region (Monthly),2025-08-03,,,,,,29.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
