RETURN_TO_CONTENTS,UNNAMED:_1,UNNAMED:_2,UNNAMED:_3,UNNAMED:_4,UNNAMED:_5,UNNAMED:_6,UNNAMED:_7,UNNAMED:_8,UNNAMED:_9,UNNAMED:_10,UNNAMED:_11,UNNAMED:_12,UNNAMED:_13,UNNAMED:_14,UNNAMED:_15,UNNAMED:_16,UNNAMED:_17,UNNAMED:_18,UNNAMED:_19,UNNAMED:_20,UNNAMED:_21,UNNAMED:_22,UNNAMED:_23,UNNAMED:_24,UNNAMED:_25,UNNAMED:_26,UNNAMED:_27,UNNAMED:_28,UNNAMED:_29,UNNAMED:_30,UNNAMED:_31,UNNAMED:_32,UNNAMED:_33,UNNAMED:_34,UNNAMED:_35,UNNAMED:_36,UNNAMED:_37,UNNAMED:_38,UNNAMED:_39,UNNAMED:_40,UNNAMED:_41,UNNAMED:_42,UNNAMED:_43,UNNAMED:_44,UNNAMED:_45,UNNAMED:_46,UNNAMED:_47,UNNAMED:_48,UNNAMED:_49,UNNAMED:_50,UNNAMED:_51,UNNAMED:_52,SOURCE_SHEET,LOAD_TIMESTAMP
Oil,6.9948,2.8331999999999997,4.608,2.6244,0.7163999999999999,0.1728,0.0108,0.0108,0.054,0.5256,0.018,0.17131898734177212,0.022821811251168816,0.032925599527335515,0.024597504138099167,0.0018723193554768373,0.03301191821156623,0.08478023772583188,0.691524026658324,0.2124,0.072,0.17251439759999998,0.0525971988,0.0,0.0036,0.00017227439999999998,5.4522e-05,0.0,1.53e-05,0.068804388,0.08155944,0.012918565416441203,0.08133386586152436,0.004481931395188728,0.445857379970706,0.032468241136408886,0.007356223788448104,0.007500728394294731,0.012350656497999312,0.01223033791421527,0.01131500206551996,0.005219482226528052,0.011214647299432836,0.019836119932577497,0.03925950708599784,0.014138655534299376,0.04694628166542036,0.09280590165661678,0.025041404715334885,0.016480395343831788,0.08954026044261912,4.433137893511266,4 - Annual PJ,2025-08-01 08:34:55.241198
Coal,4.6692,3.7656,3.9492,3.276,2.671389,1.4099616,1.5318648,1.4022647999999998,1.5174648,2.3418648,2.6226648,2.5829200000000005,2.0002812334817976,3.042498074605513,2.601988731585594,1.6064502822735083,2.233698437385943,1.6226364882843791,4.214064873825864,2.5050020911277326,2.327607562152517,3.0299527679973624,3.154566304801631,5.5250849886569275,4.914944698660776,6.041385075539376,5.202752590433016,7.126503526873296,6.93333108,13.322315147447267,16.072012595999986,19.695938678051796,18.60043537628021,10.63417774569912,16.255781830793808,11.094234116001083,6.943969317968819,7.300459646755992,11.942965677887027,8.053925221742292,6.592662132436512,6.310857512949371,3.526116270807427,4.079293698227616,5.325932860621595,7.625201795918639,7.772037817071923,10.87287034011732,4.5049786869376796,3.712167851203008,8.07488666522352,1.1752482616341497,4 - Annual PJ,2025-08-01 08:34:55.241198
Gas,0.75114,0.18234,6.48234,14.23674,13.54554,7.00434,5.37714,6.52554,15.774389999999999,14.893352999999998,16.392024,20.677803442997398,16.11055495462601,17.00602764564582,18.426036219227964,20.006592025875552,19.207906077177284,23.621051811399802,25.219858910949753,23.55344716695768,18.421519878414756,16.16206164217038,22.25718910245924,31.590350981726292,25.467001577702785,32.13875088662184,31.78323714690943,40.90280480067708,34.14480081042697,32.679347936135,23.064070489505962,31.16089602631048,32.32968485701626,39.74065789614516,35.542649964258864,29.816056690586098,33.11741812247273,28.08508837804117,29.646952526099486,29.0435016131698,23.551930503742714,22.885599957974318,19.21598675614386,23.49734217150942,19.03994809038612,19.49556525214824,21.364747556924303,16.749009473294233,15.535772657017235,14.780202290947187,14.716249305811056,-0.00432693571286924,4 - Annual PJ,2025-08-01 08:34:55.241198
Waste Heat4,0.06634799999999999,0.151668,0.180108,0.180108,0.180108,0.180108,0.180108,0.234108,0.252108,0.252108,0.2361294,0.2257344,0.2257092,0.2257524,0.2258964,0.22546439999999998,0.2256804,0.2255436,0.2258028,0.2257848,0.22587839999999998,0.22571639999999998,0.22688730000000001,0.22571639999999998,0.22571639999999998,0.22571639999999998,0.22571639999999998,0.1700352,0.33528888,0.30403062,0.2986218,0.27288558,0.25662419999999997,0.19050758999999998,0.20194479,0.191727,0.20575863,0.16658793,0.1272137958,0.15928605540000002,0.1706017797,0.1764415647,0.18350658,0.16729019999999997,0.1776384,0.16359300000000002,0.1424907,0.15523168944763585,0.14297284228254514,0.11757239465184467,0.09544468401021672,-0.18820498389228635,4 - Annual PJ,2025-08-01 08:34:55.241198
Renewable Share (%),0.8307022448579691,0.9057082626803425,0.8035810125742318,0.7445811465004846,0.7854604466537473,0.8916571052394474,0.914312252421207,0.9037841843272355,0.8035178963234832,0.8107901026261662,0.8057677751184921,0.7652334980606071,0.8238732587982324,0.8076368376192958,0.8070079528807186,0.8033414676715167,0.8103647696481378,0.783121760170253,0.7384078247438556,0.7814434250677447,0.8297845876566944,0.847036928159895,0.8010448916044511,0.7142998547250755,0.7685192121505459,0.7099077400981973,0.7294088998006267,0.6508259201842791,0.7086356049993993,0.6741134085782261,0.7356884790592406,0.6579123645456699,0.6614480057432648,0.6688776817272524,0.6563582711997411,0.7290589637226881,0.7432374953275166,0.771722808014222,0.7313717329260381,0.7557742835239069,0.8027236387748049,0.8119170748642011,0.8516176988545351,0.8219332482359695,0.8429327929046462,0.8272228663834513,0.8116172771040717,0.8210008116186117,0.8710289034904097,0.8812222744915998,0.8549339006829629,-0.02628837380863691,4 - Annual PJ,2025-08-01 08:34:55.241198
Total Line Losses,,,,,,,,,,,,,,,,,8.665409617049626,8.649781611632964,8.622861711921468,8.867262730978332,9.117078458155056,9.404017944273324,9.402669128634336,9.862419991481604,10.061599817313468,9.970970632458732,10.95499312663734,10.904445589587445,10.844971866711072,10.408252811739551,10.773534682009728,10.725407538023987,10.837842367803264,10.903045809803004,11.260333988426773,10.77998163303787,11.162557249685063,10.802861417589767,10.810474911718703,10.422536938099272,10.263667857505416,10.42760929987908,10.638182403769248,10.59908455504044,10.59128462958613,10.802313306758304,10.698215182751628,10.789896104016048,10.92819304047006,10.857889658836871,10.941033643258896,0.007657471850835762,4 - Annual PJ,2025-08-01 08:34:55.241198
Losses - Transmission,,,,,,,,,,,,,,,,,4.282026484939595,4.350249833145048,4.268074180734252,4.443936681573648,4.533628390690032,4.62945277187316,4.495670597539728,4.822267826717136,4.955004298648151,4.877867537268336,5.562250291331424,5.2812557587505164,5.197534396002972,4.690185253597404,4.7794938514626235,4.583677713739416,4.846556956499532,4.817798825212331,5.218559359485192,4.863435420533832,4.890924053411688,4.718886033937032,4.992300217752624,4.697892624209148,4.505388102070992,4.4807366171658245,5.026062987267372,4.949382884205384,5.0152327404635155,5.063471088623856,4.86485460450756,4.927428487713204,5.270030597240604,5.061888529039727,5.014808789749956,-0.009300824982549138,4 - Annual PJ,2025-08-01 08:34:55.241198
Losses - Distribution,,,,,,,,,,,,,,,,,4.383383132110032,4.299531778487916,4.354787531187216,4.423326049404683,4.583450067465024,4.774565172400163,4.906998531094608,5.040152164764468,5.1065955186653165,5.093103095190396,5.392742835305916,5.623189830836928,5.6474374707081,5.718067558142148,5.994040830547104,6.141729824284572,5.991285411303732,6.085246984590672,6.04177462894158,5.91654621250404,6.271633196273376,6.083975383652736,5.818174693966079,5.724644313890124,5.758279755434424,5.946872682713256,5.6121194165018755,5.649701670835055,5.576051889122616,5.738842218134448,5.833360578244068,5.862467616302844,5.658162443229456,5.796001129797144,5.92622485350894,0.022467856854326396,4 - Annual PJ,2025-08-01 08:34:55.241198
Consumption (PJ)  ̶  based on actual sales5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.04733993949935,147.22887607443982,144.8108436504836,143.80503555432583,145.1298218868892,145.92690246312455,143.8675831913834,143.80176208483067,142.0324986005904,143.00093358443587,142.69653262124712,-0.002128664167139971,4 - Annual PJ,2025-08-01 08:34:55.241198
"Agriculture, Forestry, and Fishing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.361495690549848,10.238923871927712,9.26188679391696,9.102972892771117,8.402898326237999,8.761531434469417,9.950349321377605,9.581978151219564,8.718935341204151,8.90467671787596,9.972318619295999,0.11989676158335638,4 - Annual PJ,2025-08-01 08:34:55.241198
Industrial:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18687869724673,52.52757065491424,52.532172812480084,52.239513375366116,52.787285607867716,53.31955978903185,50.74836182469243,49.414827132752556,48.60271594513638,46.73561651278095,45.035068643491286,-0.03638655047643613,4 - Annual PJ,2025-08-01 08:34:55.241198
Mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555767897028315,1.5070425718062852,1.2873949038461663,1.5041442093256476,1.5954303386814623,1.6359293812113611,1.4606025771371185,1.5530013852083353,1.5608313242741088,1.6277191259833188,1.7281704099499489,0.061712910024293466,4 - Annual PJ,2025-08-01 08:34:55.241198
Food Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.383434881920667,8.614682756776297,9.165230786479572,9.43643401476138,10.037513918735026,10.193866702088615,10.257002797606273,10.304426355811309,10.736857696556989,10.844844861219839,11.214657841018608,0.034100347633481354,4 - Annual PJ,2025-08-01 08:34:55.241198
"Wood, Pulp, Paper and Printing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.631570177785456,9.8761514932089,9.817471149902495,9.69181388245584,9.580733519912819,9.204464398482324,7.82422964091666,5.829244308418391,5.224308775308468,3.74553334690614,3.8498513665617,0.027851312481766533,4 - Annual PJ,2025-08-01 08:34:55.241198
Chemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.669113848590449,2.7482158602016993,3.0258919804233924,2.954085519756704,2.906912493412999,2.8556389402758287,2.788530517476655,2.6601367394211226,1.929293565448943,1.601922549274873,1.5364255438017467,-0.04088649947700296,4 - Annual PJ,2025-08-01 08:34:55.241198
Basic Metals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.82073552401408,23.55940185439849,23.143649281938217,22.900127302251864,22.997529487466206,23.62210651581991,22.48010072841301,22.541315338744198,22.558062284412014,22.46755025967498,20.323562617608477,-0.09542596399192471,4 - Annual PJ,2025-08-01 08:34:55.241198
Other Minor Sectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.126256367907767,6.222076118522568,6.092534709890244,5.752908446814684,5.6691658496591995,5.807553851153808,5.937895563142716,6.526703005149204,6.5933622991358645,6.448046369721804,6.382400864550804,-0.01018068131135852,4 - Annual PJ,2025-08-01 08:34:55.241198
Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.52269520343919,34.168385297743995,34.184294036536855,33.72657206501678,34.177961273948675,34.48629126695224,32.884177208108724,33.44563022554703,33.660598089810094,34.26479042225285,33.30203297428444,-0.028097572934319248,4 - Annual PJ,2025-08-01 08:34:55.241198
Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.92368843853356,45.26575787132388,44.06493526245972,45.4519668596418,46.6528399398648,46.59017707030104,47.82261098947464,48.81374140222152,48.282755406269764,49.44874394511612,50.732131509365395,0.025953896132806298,4 - Annual PJ,2025-08-01 08:34:55.241198
Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24757188273,0.30038494473,0.32760644193,0.32745238353,0.33795277713,0.39032680113,0.40148988633,0.47729638232999994,0.69598130193,0.9908968047300001,0.9987716931299999,0.007947233619494343,4 - Annual PJ,2025-08-01 08:34:55.241198
    Unallocated Onsite Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.805010027,4.7278534338,4.4399483031599996,2.956557978,2.7708839618399996,2.37901610124,2.0605939614,2.06828879076,2.07151251624,2.65620918168,2.65620918168,0,4 - Annual PJ,2025-08-01 08:34:55.241198
Consumption (PJ)  ̶  based on estimated sales6,58.28776030979999,62.3010206304,65.3013931626,67.5256493781,68.0161794633,68.4066926385,69.89449707,71.8678459134,75.7949101425,81.4072440951,85.5078021369,87.13805814809999,90.29004372629998,92.4864441588,95.30883630720001,97.76361191507932,103.70311177938586,105.91188930246062,103.54181846507593,107.6168910196439,109.9409013048811,112.27001734244972,114.92265090313074,119.71079047824684,118.68809846179359,122.67081379625414,124.90316026239391,127.50957538254855,130.42033961420037,131.26332363338085,136.05801848365806,138.1265731791204,141.22421866273558,142.7848258074054,141.0774458959688,141.55887802667155,146.08105040454834,145.20769352218005,143.95129814412863,142.03241312331826,144.87073557749892,146.6981642068487,144.83607287618767,143.7589330146147,143.87484947756218,145.12936607479662,142.01555252200492,142.5359738085556,140.62375281953595,140.887129846645,140.78589183294923,-0.0007185753149060448,4 - Annual PJ,2025-08-01 08:34:55.241198
"Agriculture, Forestry, and Fishing",1.3244307569999998,1.3990881618,1.4613561495,1.5447735729,1.4842113929999998,1.4657039685,1.6001325683999998,1.6973213328,1.8208190745000001,1.8116550585,2.1039963534,2.1131226558,2.0508089894999997,2.0381612814,2.3624856819,2.3848972128,2.443704840592387,2.550752562606811,2.6940779327641753,2.797531703752352,3.0358810622939325,3.2089438796722125,3.4936361679734422,4.0499367688460515,4.320900426010176,4.579722959720076,4.604478830482716,5.0951829776418,5.097245829925572,5.229692337324168,5.059003399824996,5.2451220017412,6.028818992118756,6.470496460334916,7.239677579649648,7.099177198674852,7.930606415974596,7.410507734967299,8.021963874923639,8.658037233326953,9.49398922923253,10.147636866997187,9.085438421545895,9.317796828498684,8.22763536365538,9.162669540751091,9.674180852067577,9.372859032610368,8.734035687671629,9.205809426293401,9.886662795044304,0.07395909878454221,4 - Annual PJ,2025-08-01 08:34:55.241198
Industrial:,20.749029253199996,21.7552315302,23.3006593995,25.1145682299,26.005284585000002,26.695242697500003,27.5181277212,27.9426598245,29.226504235500002,32.853684213899996,35.467842848400004,36.0983830077,37.307117789999985,38.4876116298,39.562653082500006,40.89925705023312,42.280830001140956,43.11794377817697,41.76204218785197,45.28863180224489,46.41474161872936,47.063542914870744,47.66120389403862,49.50851981658385,48.98892701958717,50.06967020411863,51.81222496745966,52.25630622099267,54.67399102861527,53.0544572818326,55.77361793882601,56.721359148396374,54.70308740669371,54.86472551698982,52.71666837385632,50.69005672280265,54.82526403538823,54.72269525318512,52.172062226622195,51.80569789688336,51.91265708704302,52.593705968114506,52.36997514483904,52.617704436247124,52.63738997118645,53.378820374137355,50.52657459760416,49.52809940345019,48.87579431096664,46.45668299403434,44.92817394574148,-0.03290181196296649,4 - Annual PJ,2025-08-01 08:34:55.241198
Mining,,,,,,,,,,,,,,,,,0.6877451179398312,0.8449988225024988,1.0082012096298887,1.1087350673419873,1.2158426959353648,1.3766848703133443,1.3775455592816976,1.3913559962597737,1.1825011776447862,1.0152354123453349,1.2277775402951543,1.2687601264503985,1.1942495219465423,1.1263940211621817,1.0424754663638869,1.1601727038522935,1.182082783065984,1.334733585988158,1.5417286574468005,1.7616722799890592,1.5318887037860087,1.439854330037724,1.660102932951925,1.675387125923317,1.6073090887758588,1.4585755225433112,1.3015215179832456,1.5036544345700915,1.618355395931022,1.6198546137791254,1.4992661322893448,1.533805638672636,1.5548401380293568,1.5720104421811008,1.784784150982861,0.13535133297622726,4 - Annual PJ,2025-08-01 08:34:55.241198
Food Processing,,,,,,,,,,,,,,,,,5.439314312812224,5.341692514879224,5.273428843328004,5.728871236499495,6.044363743003704,6.120769321196784,6.151295341543643,6.6960988704373685,6.421709061621828,6.565988262386628,6.73185013518042,7.062915378800196,7.510524224984928,7.3712731692247555,7.630059531091501,8.192012044304159,7.9612189139681995,7.821647243621171,8.125206881183567,8.144490729141577,8.1061134868278,8.028290001955572,7.083871480247652,7.92163034871372,8.323207748604972,8.774892993656268,9.0244108646577,9.585478044325654,9.99432959771214,10.106953546059144,10.343021208180517,10.264339384001929,10.850558011615115,10.840259505511368,11.015846807828868,0.016197702852798868,4 - Annual PJ,2025-08-01 08:34:55.241198
"Wood, Pulp, Paper and Printing",,,,,,,,,,,,,,,,,9.901989980993482,10.552866038233848,10.332866296069849,11.181628369079496,11.36617379527615,11.79994199909335,11.24723932977708,11.647070638421651,11.28141443695734,12.491489313360072,13.389952693850496,13.51709412138,14.531621694448354,13.370833474930116,15.126065707445134,14.877589671788364,13.336879817110896,12.402363315390946,12.093089066986789,13.012152217054057,13.470641331225192,13.32329062684608,12.163270473795924,9.723861157934124,9.640405859356692,9.822841554408841,9.836856021795121,9.711099707235084,9.57967530490519,9.275833052688924,7.501707805783824,6.06582579649446,5.355458130252096,3.5970986533705704,3.922664342922144,0.09050785672684025,4 - Annual PJ,2025-08-01 08:34:55.241198
Chemicals,,,,,,,,,,,,,,,,,2.5477892597731358,2.5069275058112783,2.481730332582589,2.5572208713853644,2.5431366170991274,2.4912737443504906,2.448678913623036,2.598794491136069,2.5473260778404976,2.3839680384153863,2.3668266174420816,2.557935968905598,2.588132584219417,2.4451218662619776,2.3160642809339915,2.711073689585406,2.8756945761245243,2.7896293122948252,2.7376777752622448,2.5451472975179508,2.534937083183149,2.572963990860571,2.666127554431801,2.7057292481095163,2.6361892595381544,2.788350497156862,2.949533937545969,3.116535351140178,2.806994227592682,2.881840701759721,2.7506227003002395,2.6880832218864454,1.9203598141549525,1.5836493289031497,1.5721832014366897,-0.007240319720529076,4 - Annual PJ,2025-08-01 08:34:55.241198
Basic Metals,,,,,,,,,,,,,,,,,19.676561061819204,20.19565703448875,19.107680838975792,20.75736503782235,20.717902431310932,20.70627183277423,21.47833158786144,22.090478869956566,22.590248168454984,22.86582726678966,22.84767476592163,22.64552141686376,22.802485436617644,22.970189074838185,24.010523731212515,24.158564157083546,23.80871603065741,24.728465964943837,22.682898279889056,20.21989890274819,24.298875063547595,24.865887739084666,23.56452066771533,23.780309491217807,23.57961500538187,23.487432250192814,23.23217039922878,22.883941511755452,22.993459666445663,23.650689640617465,22.46271039287478,22.53083887366931,22.577186293409518,22.450313946818447,20.337423140711554,-0.09411408727343529,4 - Annual PJ,2025-08-01 08:34:55.241198
Other Minor Sectors,,,,,,,,,,,,,,,,,4.02743026780308,3.675801862261368,3.558134667265848,3.9548112201162,4.527322336104084,4.568601147142536,4.9581131619517205,5.084720950372415,4.96572809706774,4.747161910821552,5.24814321476988,5.204079208592712,6.046977566398392,5.770645675415388,5.648429221778987,5.621946881782608,5.538495285766691,5.7878860947508795,5.53606771308786,5.006695296351816,4.882808366818487,4.492408564400508,5.034169117479564,5.998780524984876,6.125930125385472,6.261613150156416,6.02548240362822,5.816995387220664,5.644575778599756,5.843648819232972,5.969246358175451,6.4452064887254155,6.6173919235056,6.4133511172497,6.295272301859364,-0.018411406647102946,4 - Annual PJ,2025-08-01 08:34:55.241198
Commercial,9.1241103303,9.661488298199998,10.3024461726,10.8612159282,10.9544126382,11.527476772499998,11.963543180400002,12.6811107504,13.731265837799999,14.6344789404,15.558859485000001,16.311998427299997,17.3150648361,18.038084660099997,19.225191487500002,19.396141018646205,19.154195501071428,19.500908624136216,19.140953918937228,19.483694341905277,19.874958387238905,20.778072496980478,21.363562176961175,23.153793874669258,23.22261410447822,24.068776021186896,24.85433669896638,24.680331180868357,25.446464777227643,25.980884731892843,28.038785781489118,29.64267339910571,31.73221250661038,32.87877718476712,32.489899883441964,32.16009405424276,32.41801789507148,32.299291593917744,33.70928878578287,33.61013900345063,33.62343927487815,34.03981980434826,34.0549917088748,33.96492593835102,34.169927236972846,34.27627613497887,33.01407612411606,33.39857913882358,33.45369130026003,33.919381306170145,33.72626165117497,-0.005693489903368043,4 - Annual PJ,2025-08-01 08:34:55.241198
