TIMESTAMP_NZ,NZ_TOTALMW,NZ_TOTALMVAR,NI_TOTALMW,NI_TOTALMVAR,SI_TOTALMW,SI_TOTALMVAR,NORTHLAND_GZ1_MW,NORTHLAND_GZ1_MVAR,AUCKLAND_GZ2_MW,AUCKLAND_GZ2_MVAR,HAMILTON_GZ3_MW,HAMILTON_GZ3_MVAR,EDGECUMBE_GZ4_MW,EDGECUMBE_GZ4_MVAR,HAWKES_BAY_GZ5_MW,HAWKES_BAY_GZ5_MVAR,TARANAKI_GZ6_MW,TARANAKI_GZ6_MVAR,BUNNYTHORPE_GZ7_MW,BUNNYTHORPE_GZ7_MVAR,WELLINGTON_GZ8_MW,WELLINGTON_GZ8_MVAR,NELSON_GZ9_MW,NELSON_GZ9_MVAR,CHRISTCHURCH_GZ10_MW,CHRISTCHURCH_GZ10_MVAR,CANTERBURY_GZ11_MW,CANTERBURY_GZ11_MVAR,WEST_COAST_GZ12_MW,WEST_COAST_GZ12_MVAR,OTAGO_GZ13_MW,OTAGO_GZ13_MVAR,SOUTHLAND_GZ14_MW,SOUTHLAND_GZ14_MVAR,LOAD_TIMESTAMP
2025-07-01 00:00:00,4206.95,-370.5,2499.82,-309.09,1707.13,-61.41,442.93,-84.03,724.4,-73.6,307.16,-68.68,278.96,-0.49,179.6,-12.2,103.7,-1.19,145.28,-17.76,317.79,-51.14,136.21,-11.46,461.9,-73.6,204.66,-65.5,21.76,-3.83,141.63,-18.03,740.97,111.01,2025-08-01 08:45:53.448952
2025-07-01 00:05:00,4169.96,-371.89,2473.14,-312.95,1696.82,-58.94,434.55,-85.09,715.1,-73.9,303.59,-67.83,278.68,-2.62,177.8,-12.6,105.32,-1.98,143.78,-17.11,314.32,-51.82,135.28,-9.51,454.0,-76.2,201.76,-66.7,22.38,-4.85,139.43,-18.22,743.97,116.54,2025-08-01 08:45:53.448952
2025-07-01 00:10:00,4138.56,-360.8,2454.92,-308.98,1683.64,-51.82,428.31,-85.19,714.8,-72.3,298.1,-68.02,278.83,-0.66,177.8,-12.2,104.46,-1.67,143.05,-16.69,309.57,-52.25,134.95,-8.51,449.8,-75.9,199.26,-67.0,22.09,-5.19,138.03,-18.05,739.51,122.83,2025-08-01 08:45:53.448952
2025-07-01 00:15:00,4107.3,-363.15,2433.29,-312.67,1674.01,-50.48,422.78,-85.84,709.2,-73.6,294.73,-68.71,278.15,-1.6,177.0,-12.2,103.78,-0.96,141.92,-16.87,305.73,-52.89,132.65,-9.07,445.5,-76.7,195.96,-67.1,21.26,-4.86,136.67,-18.17,741.97,125.42,2025-08-01 08:45:53.448952
2025-07-01 00:20:00,4063.05,-371.83,2401.46,-319.12,1661.59,-52.71,419.36,-86.97,697.7,-76.4,289.93,-70.24,273.21,-2.44,173.6,-12.1,103.43,-1.19,140.68,-17.11,303.55,-52.67,132.14,-10.82,439.0,-77.1,195.16,-67.3,21.26,-4.6,136.32,-18.43,737.71,125.54,2025-08-01 08:45:53.448952
2025-07-01 00:25:00,4047.38,-376.93,2386.14,-316.37,1661.24,-60.56,414.51,-87.28,693.6,-74.5,287.97,-70.08,272.23,-1.62,174.4,-11.4,102.62,-1.19,140.47,-17.61,300.34,-52.69,133.62,-12.89,439.1,-77.9,195.47,-66.6,20.32,-4.75,135.88,-18.7,736.85,120.28,2025-08-01 08:45:53.448952
2025-07-01 00:30:00,4023.49,-387.46,2378.15,-320.41,1645.34,-67.05,410.46,-87.42,694.1,-75.4,288.46,-69.38,271.02,-3.25,175.2,-12.2,102.13,-1.54,138.43,-17.79,298.35,-53.43,130.7,-12.33,436.0,-78.9,193.36,-67.4,20.45,-4.8,134.86,-18.89,729.97,115.27,2025-08-01 08:45:53.448952
2025-07-01 00:35:00,4008.09,-378.54,2365.39,-319.0,1642.7,-59.54,406.9,-88.02,697.2,-71.7,284.43,-71.39,268.25,-4.13,175.2,-11.7,100.96,-1.68,136.85,-17.2,295.6,-53.18,129.45,-11.26,434.5,-78.5,190.56,-67.6,20.45,-4.59,134.69,-19.1,733.05,121.51,2025-08-01 08:45:53.448952
2025-07-01 00:40:00,3980.69,-383.97,2343.45,-324.64,1637.24,-59.33,403.97,-88.87,685.9,-75.1,282.48,-71.64,267.43,-4.47,175.1,-11.8,101.07,-1.65,135.8,-17.44,291.7,-53.67,128.71,-10.3,432.3,-80.3,191.76,-67.5,19.87,-4.59,134.98,-19.28,729.62,122.64,2025-08-01 08:45:53.448952
2025-07-01 00:45:00,3957.48,-381.42,2323.46,-327.23,1634.02,-54.19,398.34,-89.11,679.0,-75.9,281.61,-70.74,265.12,-4.6,173.8,-12.8,100.82,-1.84,134.87,-17.95,289.9,-54.29,128.23,-9.93,432.9,-80.2,192.26,-67.8,19.69,-4.85,133.69,-19.39,727.25,127.98,2025-08-01 08:45:53.448952
2025-07-01 00:50:00,3957.41,-371.74,2330.48,-317.2,1626.93,-54.54,398.19,-89.58,689.5,-68.0,281.83,-70.37,265.23,-3.41,172.6,-12.8,100.19,-1.96,134.36,-17.64,288.58,-53.44,127.14,-9.22,431.2,-80.9,190.56,-67.4,19.69,-4.74,132.93,-19.36,725.41,127.08,2025-08-01 08:45:53.448952
2025-07-01 00:55:00,3950.78,-386.23,2322.31,-319.25,1628.47,-66.98,395.14,-89.53,689.1,-69.0,280.33,-70.05,263.89,-4.11,171.4,-12.8,102.49,-2.13,133.0,-17.65,286.96,-53.98,126.44,-9.8,428.3,-81.7,190.16,-67.6,19.95,-5.17,132.78,-18.99,730.84,116.28,2025-08-01 08:45:53.448952
2025-07-01 01:00:00,3931.94,-380.33,2313.62,-319.29,1618.32,-61.04,394.33,-89.92,683.9,-69.8,280.93,-69.34,261.32,-4.21,172.8,-12.3,102.57,-2.21,133.58,-17.45,284.19,-54.06,125.74,-10.12,426.3,-81.8,188.76,-67.7,19.47,-5.07,131.34,-19.33,726.71,122.98,2025-08-01 08:45:53.448952
2025-07-01 01:05:00,3904.38,-371.97,2295.84,-320.21,1608.54,-51.76,391.75,-88.8,677.0,-69.1,281.64,-68.21,258.8,-5.53,168.9,-12.2,101.44,-2.32,131.88,-20.1,284.43,-53.95,126.24,-9.99,424.3,-81.7,187.26,-67.7,19.47,-5.07,131.35,-19.4,719.92,132.1,2025-08-01 08:45:53.448952
2025-07-01 01:10:00,3908.81,-369.66,2307.95,-314.94,1600.86,-54.72,389.61,-89.45,681.5,-67.2,280.38,-69.22,268.42,-0.69,171.3,-12.6,102.22,-2.16,132.22,-20.12,282.3,-53.5,125.82,-9.63,418.1,-82.2,187.16,-68.1,18.84,-4.81,129.6,-20.01,721.34,130.03,2025-08-01 08:45:53.448952
2025-07-01 01:15:00,3888.23,-373.37,2293.85,-320.07,1594.38,-53.3,385.29,-91.12,677.1,-70.5,279.67,-69.05,266.15,-0.51,172.0,-12.0,100.89,-2.18,131.25,-19.95,281.5,-54.76,125.38,-9.58,416.8,-81.6,185.86,-67.6,18.84,-4.81,129.64,-20.08,717.86,130.37,2025-08-01 08:45:53.448952
2025-07-01 01:20:00,3870.88,-382.89,2280.77,-325.44,1590.11,-57.45,383.94,-91.34,673.0,-74.0,278.58,-68.92,264.3,-1.4,169.7,-12.5,100.4,-2.24,131.45,-20.02,279.4,-55.02,124.58,-10.09,413.7,-82.8,185.06,-68.0,18.95,-4.89,127.88,-21.14,719.94,129.47,2025-08-01 08:45:53.448952
2025-07-01 01:25:00,3850.68,-385.2,2263.16,-330.95,1587.52,-54.25,380.98,-90.62,667.0,-77.4,277.08,-68.73,260.82,-4.16,168.6,-12.8,100.34,-2.32,131.14,-19.8,277.2,-55.12,123.98,-9.15,412.1,-82.8,184.96,-68.3,19.12,-4.89,128.53,-19.68,718.83,130.57,2025-08-01 08:45:53.448952
2025-07-01 01:30:00,3829.73,-395.73,2247.47,-337.28,1582.26,-58.45,379.91,-92.02,653.7,-79.6,276.15,-71.15,262.69,-1.18,169.1,-13.5,99.45,-2.99,130.27,-20.25,276.2,-56.59,123.26,-10.02,409.4,-83.7,183.06,-68.8,18.45,-4.5,127.83,-20.03,720.26,128.6,2025-08-01 08:45:53.448952
2025-07-01 01:35:00,3817.83,-393.5,2242.12,-335.36,1575.71,-58.14,379.14,-91.7,650.9,-78.3,275.52,-72.19,262.61,-2.29,167.4,-12.6,100.48,-3.01,130.97,-20.37,275.1,-54.9,123.17,-9.52,405.6,-84.9,180.96,-68.7,18.19,-4.73,128.28,-19.2,719.51,128.91,2025-08-01 08:45:53.448952
2025-07-01 01:40:00,3810.58,-389.84,2241.66,-333.42,1568.92,-56.42,376.97,-90.28,654.9,-78.8,274.04,-70.94,259.89,-2.88,170.1,-12.1,101.21,-3.3,130.65,-19.37,273.9,-55.75,123.11,-9.83,402.1,-84.3,180.16,-68.6,18.09,-4.66,128.41,-19.17,717.05,130.14,2025-08-01 08:45:53.448952
2025-07-01 01:45:00,3794.03,-385.74,2232.51,-329.87,1561.52,-55.87,377.71,-91.52,653.5,-75.7,273.29,-71.86,259.92,-1.04,164.8,-12.6,101.75,-2.68,129.64,-19.34,271.9,-55.13,122.3,-9.75,400.8,-84.5,178.26,-68.9,17.94,-4.74,128.48,-18.78,713.74,130.8,2025-08-01 08:45:53.448952
2025-07-01 01:50:00,3793.64,-396.04,2233.55,-336.16,1560.09,-59.88,374.89,-91.46,659.4,-76.0,271.82,-72.18,255.85,-3.31,167.4,-14.4,101.95,-2.6,129.54,-20.12,272.7,-56.09,121.9,-10.44,397.4,-85.3,178.66,-69.1,18.0,-4.55,127.97,-19.43,716.16,128.94,2025-08-01 08:45:53.448952
2025-07-01 01:55:00,3781.04,-395.29,2227.13,-338.31,1553.91,-56.98,373.32,-91.43,655.0,-77.9,271.88,-73.64,259.07,-2.19,165.8,-14.1,101.03,-3.12,128.93,-20.16,272.1,-55.77,121.65,-10.75,395.3,-85.6,178.86,-69.2,18.0,-4.71,127.5,-19.46,712.6,132.74,2025-08-01 08:45:53.448952
2025-07-01 02:00:00,3755.96,-403.22,2203.68,-343.8,1552.28,-59.42,372.4,-92.48,637.9,-81.8,271.12,-73.98,257.3,-3.29,165.2,-13.2,100.85,-3.14,128.41,-19.31,270.5,-56.6,120.97,-10.66,394.0,-85.9,177.57,-69.0,17.79,-4.45,127.43,-19.07,714.52,129.66,2025-08-01 08:45:53.448952
2025-07-01 02:05:00,3786.62,-397.4,2230.45,-335.83,1556.17,-61.57,373.67,-93.02,655.4,-74.0,273.11,-73.23,260.69,-2.33,164.8,-14.2,101.78,-2.57,128.4,-20.38,272.6,-56.1,121.94,-10.94,394.7,-85.7,177.26,-69.6,17.77,-4.53,126.79,-19.75,717.71,128.95,2025-08-01 08:45:53.448952
2025-07-01 02:10:00,3762.98,-410.47,2211.51,-345.45,1551.47,-65.02,373.17,-92.92,642.3,-81.8,272.72,-74.38,257.85,-1.93,164.5,-14.4,101.29,-2.97,128.98,-19.91,270.7,-57.14,122.17,-10.71,394.8,-88.2,176.36,-69.6,17.55,-4.72,128.57,-20.15,712.02,128.36,2025-08-01 08:45:53.448952
2025-07-01 02:15:00,3750.97,-414.79,2204.05,-348.71,1546.92,-66.08,373.73,-92.44,639.7,-83.0,271.08,-75.59,255.95,-3.61,162.5,-14.4,101.8,-2.62,128.99,-20.15,270.3,-56.9,121.13,-10.79,392.5,-89.0,177.06,-69.6,17.51,-4.74,126.24,-19.9,712.48,127.95,2025-08-01 08:45:53.448952
2025-07-01 02:20:00,3742.69,-407.58,2203.23,-342.3,1539.46,-65.28,371.34,-91.73,639.1,-79.1,270.28,-74.45,257.3,-5.27,163.9,-14.0,101.32,-2.53,129.29,-18.89,270.7,-56.33,121.62,-10.79,391.9,-89.3,173.86,-69.9,17.62,-4.62,125.13,-20.53,709.33,129.86,2025-08-01 08:45:53.448952
2025-07-01 02:25:00,3744.42,-409.78,2206.73,-339.4,1537.69,-70.38,371.02,-92.43,643.5,-77.6,269.7,-74.45,256.48,-4.41,166.8,-13.7,101.24,-2.99,129.59,-16.97,268.4,-56.85,120.22,-11.31,388.2,-89.7,173.76,-69.7,17.62,-4.47,125.58,-20.26,712.31,125.06,2025-08-01 08:45:53.448952
2025-07-01 02:30:00,3751.69,-400.91,2215.63,-333.86,1536.06,-67.05,368.94,-92.83,656.0,-72.2,269.84,-73.24,255.33,-4.15,165.8,-13.9,100.55,-2.83,131.07,-18.08,268.1,-56.63,120.86,-10.77,388.2,-89.6,173.56,-69.8,17.47,-4.51,126.85,-20.2,709.12,127.83,2025-08-01 08:45:53.448952
2025-07-01 02:35:00,3732.02,-408.32,2198.84,-340.63,1533.18,-67.69,369.11,-92.96,640.5,-79.0,269.97,-73.29,258.36,-2.88,163.4,-14.4,100.95,-2.69,129.15,-18.99,267.4,-56.42,121.34,-11.27,385.9,-89.9,173.56,-70.2,17.26,-4.43,125.45,-20.06,709.67,128.17,2025-08-01 08:45:53.448952
2025-07-01 02:40:00,3723.96,-410.64,2195.35,-344.96,1528.61,-65.68,368.14,-92.76,639.0,-82.2,270.7,-73.57,253.3,-5.09,164.2,-14.2,100.61,-2.55,131.8,-17.31,267.6,-57.28,121.26,-11.2,384.2,-89.8,170.76,-70.7,17.15,-4.37,126.19,-19.98,709.05,130.37,2025-08-01 08:45:53.448952
2025-07-01 02:45:00,3721.32,-412.21,2197.24,-345.46,1524.08,-66.75,366.48,-93.43,639.1,-83.6,272.57,-72.66,256.82,-3.28,164.5,-14.5,100.39,-2.87,130.28,-17.9,267.1,-57.22,121.53,-10.91,382.4,-91.5,172.16,-70.9,17.11,-4.34,125.05,-19.67,705.83,130.57,2025-08-01 08:45:53.448952
2025-07-01 02:50:00,3716.35,-408.31,2191.05,-339.77,1525.3,-68.54,371.07,-93.12,638.1,-78.8,273.58,-71.91,249.89,-5.79,163.5,-14.2,100.7,-3.01,127.61,-15.84,266.6,-57.1,121.22,-11.05,380.6,-91.7,170.76,-71.4,17.15,-4.43,127.01,-19.98,708.56,130.02,2025-08-01 08:45:53.448952
2025-07-01 02:55:00,3712.8,-403.47,2190.25,-336.68,1522.55,-66.79,369.34,-92.5,634.7,-78.3,274.87,-68.7,249.07,-5.52,163.5,-14.9,100.7,-2.83,131.77,-17.35,266.3,-56.58,121.45,-10.9,380.2,-91.2,170.67,-70.9,17.33,-4.48,125.23,-19.93,707.67,130.62,2025-08-01 08:45:53.448952
2025-07-01 03:00:00,3703.3,-411.23,2179.77,-343.13,1523.53,-68.1,366.94,-92.81,629.8,-80.1,274.48,-69.85,250.58,-6.51,162.3,-15.5,100.24,-2.79,130.13,-18.61,265.3,-56.96,121.06,-10.9,379.8,-91.2,170.26,-70.9,17.24,-4.55,126.75,-20.16,708.42,129.61,2025-08-01 08:45:53.448952
2025-07-01 03:05:00,3708.23,-415.21,2180.44,-347.13,1527.79,-68.08,367.79,-92.65,626.7,-84.7,275.21,-71.04,249.15,-5.62,162.6,-14.4,99.87,-2.73,131.32,-19.3,267.8,-56.69,122.86,-10.38,383.1,-91.5,170.46,-71.1,17.37,-4.45,124.98,-19.96,709.02,129.31,2025-08-01 08:45:53.448952
2025-07-01 03:10:00,3713.65,-411.04,2187.07,-345.12,1526.58,-65.92,366.45,-92.65,636.2,-79.7,273.22,-72.34,248.71,-7.45,162.1,-15.5,99.87,-3.18,132.12,-18.03,268.4,-56.27,120.83,-10.87,383.6,-90.6,171.16,-71.0,17.37,-4.47,125.17,-21.27,708.45,132.29,2025-08-01 08:45:53.448952
2025-07-01 03:15:00,3714.75,-407.16,2190.01,-341.66,1524.74,-65.5,365.49,-92.66,636.7,-79.2,272.48,-72.55,250.13,-6.54,163.3,-15.0,99.79,-3.3,133.92,-16.91,268.2,-55.5,121.46,-11.12,382.9,-91.0,169.76,-70.9,17.35,-4.89,123.47,-21.37,709.8,133.78,2025-08-01 08:45:53.448952
2025-07-01 03:20:00,3711.32,-413.35,2185.37,-347.68,1525.95,-65.67,364.95,-93.0,636.1,-80.4,273.37,-72.71,247.89,-6.76,164.2,-15.2,99.78,-3.28,130.98,-19.73,268.1,-56.6,120.52,-11.45,383.2,-91.0,171.06,-70.6,17.35,-4.78,124.47,-21.6,709.35,133.76,2025-08-01 08:45:53.448952
2025-07-01 03:25:00,3711.26,-404.42,2186.32,-339.96,1524.94,-64.46,363.18,-92.97,636.3,-78.3,275.87,-70.59,248.7,-5.12,161.8,-14.9,99.88,-3.16,132.69,-17.96,267.9,-56.96,120.86,-11.1,382.5,-90.5,170.06,-70.3,17.73,-4.89,124.91,-20.14,708.88,132.47,2025-08-01 08:45:53.448952
2025-07-01 03:30:00,3704.73,-410.79,2180.86,-342.94,1523.87,-67.85,362.0,-94.09,631.9,-79.3,273.34,-72.56,249.4,-4.29,163.3,-14.5,99.88,-3.26,132.74,-18.37,268.3,-56.57,120.76,-11.29,382.6,-90.7,169.96,-71.3,17.73,-4.98,126.22,-20.03,706.6,130.45,2025-08-01 08:45:53.448952
2025-07-01 03:35:00,3705.07,-414.34,2181.23,-348.18,1523.84,-66.16,363.38,-92.83,629.1,-85.5,272.98,-73.33,250.86,-5.31,162.4,-15.1,99.37,-3.15,135.14,-16.29,268.0,-56.67,120.32,-12.82,382.3,-90.7,170.36,-71.1,17.53,-4.94,125.5,-19.63,707.83,133.03,2025-08-01 08:45:53.448952
2025-07-01 03:40:00,3704.33,-406.6,2179.96,-340.97,1524.37,-65.63,364.56,-93.22,629.8,-76.5,272.69,-73.88,252.02,-3.96,161.5,-14.6,99.44,-3.24,132.45,-19.01,267.5,-56.56,120.71,-12.66,382.4,-90.8,169.36,-71.5,17.53,-4.88,126.71,-18.92,707.66,133.13,2025-08-01 08:45:53.448952
2025-07-01 03:45:00,3704.96,-413.71,2176.43,-347.12,1528.53,-66.59,363.76,-92.36,623.5,-84.1,273.4,-74.0,252.31,-4.18,165.4,-15.0,99.9,-3.33,131.46,-18.13,266.7,-56.02,121.28,-11.31,382.1,-90.7,168.76,-71.2,17.82,-4.74,127.48,-19.08,711.09,130.44,2025-08-01 08:45:53.448952
2025-07-01 03:50:00,3710.71,-404.6,2182.9,-338.91,1527.81,-65.69,363.24,-92.34,632.7,-77.0,272.51,-73.61,249.04,-4.21,164.3,-13.9,99.46,-3.04,133.15,-18.68,268.5,-56.13,120.84,-11.36,382.3,-90.7,168.96,-71.6,17.57,-4.82,128.06,-18.96,710.08,131.75,2025-08-01 08:45:53.448952
2025-07-01 03:55:00,3704.56,-420.34,2176.54,-353.25,1528.02,-67.09,363.75,-92.99,627.5,-84.2,272.1,-75.22,249.03,-6.82,162.3,-14.8,99.95,-3.03,132.01,-19.79,269.9,-56.4,120.24,-11.99,381.3,-90.7,169.06,-71.4,17.92,-5.16,128.06,-19.01,711.44,131.17,2025-08-01 08:45:53.448952
2025-07-01 04:00:00,3720.21,-416.8,2185.18,-348.45,1535.03,-68.35,367.69,-91.9,624.4,-84.0,274.59,-74.49,250.14,-5.78,163.6,-14.1,99.95,-3.04,133.21,-19.25,271.6,-55.89,120.91,-11.56,383.8,-90.3,169.46,-70.8,17.92,-4.98,128.98,-18.64,713.96,127.93,2025-08-01 08:45:53.448952
2025-07-01 04:05:00,3743.67,-407.3,2208.7,-342.55,1534.97,-64.75,367.88,-92.45,637.7,-79.2,275.91,-74.22,249.54,-6.28,165.9,-15.2,99.94,-3.01,138.33,-16.16,273.5,-56.03,120.67,-11.33,384.4,-89.9,170.76,-71.2,18.29,-5.15,130.01,-18.57,710.84,131.4,2025-08-01 08:45:53.448952
2025-07-01 04:10:00,3756.69,-401.97,2217.98,-338.23,1538.71,-63.74,369.13,-92.73,637.8,-75.4,279.17,-73.04,253.33,-5.69,165.3,-14.5,100.64,-2.84,136.31,-18.63,276.3,-55.4,120.06,-12.3,385.4,-89.9,172.76,-70.5,18.04,-5.26,129.14,-18.14,713.31,132.36,2025-08-01 08:45:53.448952
2025-07-01 04:15:00,3763.33,-403.53,2225.63,-339.57,1537.7,-63.96,371.44,-92.64,636.9,-77.3,279.11,-73.46,252.49,-7.53,167.6,-14.4,101.19,-2.48,140.6,-15.66,276.3,-56.1,118.86,-12.75,386.9,-89.7,171.26,-71.5,18.04,-5.26,129.91,-18.31,712.73,133.56,2025-08-01 08:45:53.448952
2025-07-01 04:20:00,3762.16,-413.95,2221.33,-349.84,1540.83,-64.11,370.49,-93.4,634.7,-82.9,280.21,-74.4,253.92,-7.32,166.1,-14.7,102.29,-2.63,136.82,-18.89,276.8,-55.6,119.73,-12.37,388.0,-89.9,171.46,-71.3,18.6,-5.22,129.5,-19.18,713.54,133.86,2025-08-01 08:45:53.448952
2025-07-01 04:25:00,3773.94,-408.34,2231.9,-345.1,1542.04,-63.24,370.72,-92.65,639.0,-84.1,282.48,-73.95,254.16,-4.84,166.0,-15.0,101.95,-2.66,139.89,-16.6,277.7,-55.3,119.29,-12.83,388.9,-89.8,171.06,-71.5,18.43,-5.34,129.96,-19.04,714.4,135.27,2025-08-01 08:45:53.448952
2025-07-01 04:30:00,3787.6,-406.59,2244.22,-346.66,1543.38,-59.93,373.14,-95.52,643.7,-83.2,283.15,-73.42,254.72,-6.56,167.1,-14.7,102.35,-2.3,141.46,-15.66,278.6,-55.3,119.74,-12.17,389.7,-88.9,171.46,-71.4,17.95,-4.79,129.8,-18.33,714.73,135.66,2025-08-01 08:45:53.448952
2025-07-01 04:35:00,3805.81,-407.58,2255.86,-344.62,1549.95,-62.96,374.29,-95.36,644.0,-82.3,283.77,-73.54,257.3,-5.8,170.1,-13.7,103.0,-2.52,142.4,-16.0,281.0,-55.4,121.51,-12.3,390.6,-89.3,171.16,-71.2,17.95,-4.94,130.88,-18.47,717.85,133.25,2025-08-01 08:45:53.448952
2025-07-01 04:40:00,3827.18,-407.66,2271.0,-342.43,1556.18,-65.23,378.49,-94.86,652.4,-80.5,286.2,-72.83,258.0,-6.37,168.2,-14.2,102.97,-2.62,141.74,-15.9,283.0,-55.15,121.42,-12.52,393.7,-88.5,173.26,-71.3,18.01,-4.84,131.82,-17.93,717.97,129.86,2025-08-01 08:45:53.448952
2025-07-01 04:45:00,3851.77,-395.46,2289.25,-337.47,1562.52,-57.99,379.42,-94.89,662.0,-75.2,287.11,-71.53,260.53,-6.03,172.3,-14.9,102.99,-2.26,141.1,-17.86,283.8,-54.8,123.53,-12.05,395.9,-88.2,173.67,-70.9,18.31,-4.91,132.34,-17.52,718.77,135.59,2025-08-01 08:45:53.448952
2025-07-01 04:50:00,3864.75,-393.48,2301.71,-331.97,1563.04,-61.51,381.06,-94.21,664.9,-75.3,289.68,-72.06,261.23,-4.51,171.8,-14.3,102.2,-2.08,144.14,-15.56,286.7,-53.95,124.34,-12.35,396.6,-88.2,173.96,-70.4,18.66,-6.21,132.59,-18.2,716.89,133.85,2025-08-01 08:45:53.448952
2025-07-01 04:55:00,3882.1,-396.74,2314.85,-339.47,1567.25,-57.27,383.64,-94.03,669.6,-79.9,293.0,-71.09,261.82,-7.62,172.4,-14.1,103.18,-2.21,142.51,-16.82,288.7,-53.7,125.35,-11.22,397.6,-88.1,176.16,-70.1,19.02,-5.35,132.68,-17.46,716.44,134.96,2025-08-01 08:45:53.448952
2025-07-01 05:00:00,3913.3,-389.63,2332.33,-332.56,1580.97,-57.07,388.04,-93.75,672.9,-80.8,295.24,-68.82,268.64,-5.57,174.5,-13.6,103.95,-2.4,138.96,-13.72,290.1,-53.9,126.83,-11.11,402.1,-87.4,176.96,-70.6,18.55,-5.23,134.8,-17.75,721.73,135.02,2025-08-01 08:45:53.448952
2025-07-01 05:05:00,3995.34,-377.14,2395.22,-322.65,1600.12,-54.49,398.38,-92.35,691.3,-77.8,305.38,-66.35,275.75,-3.27,176.1,-13.5,105.17,-1.46,145.04,-14.92,298.1,-53.0,129.64,-11.25,410.3,-86.8,179.26,-70.3,18.27,-4.76,136.21,-17.33,726.44,135.95,2025-08-01 08:45:53.448952
2025-07-01 05:10:00,4048.66,-364.12,2432.62,-318.84,1616.04,-45.28,404.89,-91.46,698.6,-78.6,310.91,-63.27,279.94,-1.89,179.1,-13.4,106.4,-1.43,147.68,-17.49,305.1,-51.3,134.15,-8.61,414.2,-86.4,183.26,-69.2,18.9,-4.62,137.61,-17.19,727.92,140.74,2025-08-01 08:45:53.448952
2025-07-01 05:15:00,4082.23,-353.0,2459.43,-308.15,1622.8,-44.85,406.87,-90.02,710.6,-72.6,314.36,-62.91,282.88,-0.4,180.9,-12.3,107.26,-1.34,148.36,-17.58,308.2,-51.0,136.76,-9.05,418.1,-85.8,183.86,-68.7,19.25,-4.57,137.93,-17.36,726.9,140.63,2025-08-01 08:45:53.448952
2025-07-01 05:20:00,4118.4,-342.87,2486.06,-302.62,1632.34,-40.25,418.23,-89.4,711.3,-70.6,316.79,-63.58,289.31,0.36,182.1,-11.3,107.98,-0.89,149.35,-16.37,311.0,-50.84,137.98,-8.6,422.4,-82.2,184.76,-68.5,19.44,-4.73,139.33,-17.25,728.43,141.03,2025-08-01 08:45:53.448952
2025-07-01 05:25:00,4146.74,-343.01,2504.31,-305.14,1642.43,-37.87,421.15,-87.6,704.9,-76.6,322.58,-62.2,291.88,0.04,187.1,-11.3,108.69,-0.94,151.41,-16.39,316.6,-50.15,140.86,-8.16,424.4,-81.4,186.56,-67.8,19.1,-4.36,140.53,-16.98,730.98,140.83,2025-08-01 08:45:53.448952
2025-07-01 05:30:00,4191.79,-322.55,2535.57,-287.47,1656.22,-35.08,426.53,-86.99,721.8,-68.9,324.07,-60.98,294.91,1.87,187.5,-9.3,107.47,-0.39,154.79,-13.71,318.5,-49.07,141.66,-8.28,430.0,-79.4,189.46,-67.5,18.54,-3.44,140.46,-16.6,736.1,140.14,2025-08-01 08:45:53.448952
2025-07-01 05:35:00,4243.62,-322.7,2569.38,-289.52,1674.24,-33.18,433.9,-87.01,725.3,-74.6,330.2,-60.8,295.78,1.51,189.9,-9.4,110.14,-0.33,158.66,-10.54,325.5,-48.35,143.73,-7.7,436.9,-78.9,191.56,-67.3,18.62,-3.3,143.18,-16.46,740.25,140.48,2025-08-01 08:45:53.448952
2025-07-01 05:40:00,4295.65,-316.81,2605.82,-284.48,1689.83,-32.33,442.61,-86.02,733.0,-72.4,334.97,-59.66,298.61,0.86,192.1,-8.8,109.61,-0.12,165.82,-10.24,329.1,-48.1,147.08,-7.73,442.0,-77.1,194.96,-66.5,19.22,-3.3,144.25,-16.37,742.32,138.67,2025-08-01 08:45:53.448952
2025-07-01 05:45:00,4325.58,-298.48,2624.63,-273.78,1700.95,-24.7,445.64,-84.02,735.4,-71.3,336.73,-58.61,308.53,5.83,188.2,-10.0,108.6,0.13,165.73,-9.03,335.8,-46.78,147.15,-7.06,451.2,-75.0,196.56,-65.9,19.22,-3.36,145.43,-15.81,741.39,142.43,2025-08-01 08:45:53.448952
2025-07-01 05:50:00,4393.26,-279.09,2673.08,-257.19,1720.18,-21.9,457.52,-82.55,757.9,-57.7,342.36,-58.37,306.07,3.6,189.2,-9.5,110.79,0.83,167.54,-8.13,341.7,-45.37,151.15,-6.79,455.6,-74.4,199.36,-65.3,19.53,-3.3,146.58,-15.84,747.96,143.73,2025-08-01 08:45:53.448952
2025-07-01 05:55:00,4450.79,-271.64,2713.31,-251.47,1737.48,-20.17,465.84,-81.8,767.2,-60.2,347.31,-55.95,317.87,9.85,188.8,-8.8,111.48,1.11,165.31,-10.23,349.5,-45.45,152.84,-7.13,463.8,-73.5,202.46,-65.0,19.82,-3.08,147.71,-15.82,750.85,144.36,2025-08-01 08:45:53.448952
2025-07-01 06:00:00,4508.46,-262.8,2747.07,-248.96,1761.39,-13.84,471.6,-77.34,769.4,-63.2,355.55,-54.24,322.25,8.49,192.7,-9.0,112.72,0.86,168.15,-11.05,354.7,-43.48,155.35,-5.96,469.2,-71.6,207.46,-63.4,20.66,-2.93,150.41,-15.3,758.31,145.35,2025-08-01 08:45:53.448952
